,churn,chat_log
2751,no,Nan
2752,no,"Klient: Cóż, chciałbym uaktualnić dane. Obecnie korzystam z 4 GB danych i chcę uzyskać 6 GB.
Agent TelCom: Cóż, jedyną rzeczą, na którą musisz spojrzeć, jest cena, którą płacisz. Gdybym był tobą, poprosiłbym twojego przełożonego, aby skontaktował się z moim biurem korporacyjnym i powiedział im, aby zrobili to uaktualnienie dla ciebie.
Klient: Okej, doceniam to. Przepraszam, że nic z tego nie wiem. Czy możesz mi w tym pomóc?
Agent TelCom: Oczywiście, Jeanine, nie spiesz się"
2753,no,"Klient: Chcę uaktualnić mój głos o nowy plan obejmujący 1 GB danych miesięcznie. Chciałbym również uaktualnić mój tekst o nowy plan, który obejmuje 1 GB danych miesięcznie.
Agent TelCom: Przepraszam, jak nazywał się dostawca sprzętu?
Klient: Telco.com
Agent TelCom: Przykro mi, Jessica, ale w tej chwili nie jestem w stanie spełnić twojej prośby. Proszę dać mi znać, jeśli to się zmieni.
Klient: To się nie zmieni?
Agent TelCom: Masz ważne konto TelCom.
Klient: Co przez to rozumiesz?
"
2754,no,"Klient: Otrzymuję wiadomości tekstowe i nie mam wideo.
TelCom Agent: Czy jest coś jeszcze, co chciałbyś dodać poza tym?
Klient: Istnieje kilka filmów i chciałbym, aby działał lepiej z moim telefonem.
Agent TelCom: Przykro mi słyszeć tę Sheryll. Jestem pewien, że się tym zajmiemy. Pokażę ci teraz harmonogram cenowy usługi. Daj mi znać, jeśli masz jakieś pytania. Będę miał dla ciebie gotowy nowy kontrakt, kiedy wrócisz.
Klient: W porządku, dziękuję za poświęcenie czasu na przyjrzenie się mojemu kontu. Cieszę się na pracę"
2755,no,Nan
2756,no,"Klient: Tekst: Dane.
Agent TelCom: Świetnie, teraz podpisz ten formularz, a my wyślemy Ci warunki aktualizacji.
Klient: OK, podpisałem to.
TelCom Agent: Świetnie, jesteśmy teraz gotowi wysłać Ci dokumenty aktualizacji. Jaki jest nowy pakiet, który chcesz kupić?
Klient: Głos:
TelCom Agent: Świetnie! Pakiet uaktualniający jest następujący:
Głos: 12 miesięcy + 1 GB danych
TelCom Agent: Pozwól, że dam ci znać, ile kosztuje pakiet danych.
Głos: Dane:  
TelCom Agent: Cóż, jeśli"
2757,no,"Klient: Obecnie korzystam z planu taryfowego z głosem i tekstem i chciałbym uaktualnić go do planu taryfowego.
Agent TelCom: Cześć Betty. Wybrałeś uaktualnienie i za kilka minut otrzymasz wiadomość e-mail z potwierdzeniem uaktualnienia. Mogę teraz uaktualnić Twój telefon do planu taryfowego. Wprowadź szczegóły uaktualnienia i wybierz nowy kolor telefonu: biały, czarny, brązowy kojota, czerwony, granatowy lub czarny klapa.
Klient: Wybrałem White. Ta funkcja nie jest obecnie dostępna.
Agent TelCom: Nie mogę powiedzieć, że cię obwiniam. Koszt aktualizacji wynosi $"
2758,no,Nan
2759,no,"Klient: Szukam planu taryfowego.
TelCom Agent: Prawy prawy. Czy twój numer telefonu komórkowego jest z tobą?
Klient: Tak, tak.
TelCom Agent: W porządku, w takim razie przechodzisz do TelCom. Mogę otrzymać wycenę planu taryfowego. Czy masz jakieś pytania dotyczące planu taryfowego?
Klient: Tak. Jest to $ 8.99 miesięcznie.
Agent TelCom: Świetnie, teraz mam wycenę usługi, a koszt wynosi 49,99 USD za pierwsze 28 dni. Mój głos i tekst są wliczone w cenę."
2760,yes,Nan
2761,no,"Klient: Jasne, zamierzam ulepszyć mój głos i tekst.
TelCom Agent: OK, możemy to zrobić. Czy jest coś jeszcze, co chciałbyś dziś zrobić?
Klient: Cóż, mam kilka pytań dotyczących mojego rachunku. I chciałbym tylko wiedzieć, ile musiałbym zapłacić miesięcznie za plan 7GB danych.
TelCom Agent: Świetnie. Więc zadzwonię pod numer podany na rachunku, aby uzyskać szczegółowe informacje.
Klient: Cześć, dzwonię z numeru telefonu podanego na rachunku. Nazywam się Carla i byłam naprawdę po prostu"
2762,no,"Klient: (głos) Tekst
Agent TelCom: Wspaniale to słyszeć, Robercie. Jak chcesz postąpić?
Klient: (głos) Tak
TelCom Agent: Świetnie. Zanim przejdziemy dalej, czy mógłbyś zamknąć swoje konto i przelać wszystkie stosowne środki na moje konto?
Klient: (Głos) Chciałbym to zrobić
TelCom Agent: Świetnie. Dziękuję za szybką odpowiedź. Zamykając konto i przelewając środki, zapewniasz, że wszystkie zaległe, zaległe i inne rachunki, w tym bieżące i poprzednie opłaty, zostaną zapłacone, a kredyt zostanie przyznany na Twoje konto.
"
2763,no,"Klient: Tak, szukam uaktualnienia do jednego z planów na stronie, który ma nieograniczony głos i tekst wraz z danymi. Trochę zbadałem i zauważyłem, że aby zabezpieczyć aktualizację, musiałbym przejść z jednego z planów na ofertę, która nie ma nieograniczonego głosu i tekstu.
Agent TelCom: Dobrze, czy mógłbyś podać mi swoje imię i nazwisko oraz adres e-mail, abym mógł wysłać ci ofertę uaktualnienia?
Klient: Nie mam adresu e-mail. Mieszkam w Nowym Jorku, ale chciałbym to zrobić tak szybko, jak to możliwe.
Agent TelCom: Ok, więc mógłbyś prosić"
2764,no,"Klient: Chciałbym uaktualnić mój głos, aby mówić i wysyłać wiadomości tekstowe do LTE.
TelCom Agent: Świetnie! Czy będzie to modem 7,95 USD lub modem 8,95 USD oprócz obecnej umowy?
Klient: JEDEN z dwóch, tak jak powiedziałem. Chcę głos i tekst do aktualizacji LTE. Czy macie jakieś opcje, aby najpierw zaktualizować sprzęt?
TelCom Agent: Oczywiście, że możesz. Będę dostępny w poniedziałek, 8 września o 10 rano PDT, a następnie ponownie o 14:00 PDT w środę 10 września. Czy jest coś jeszcze, co chciałbyś dziś zrobić? Wrzos"
2765,no,"Klient: Patrzyłem na reklamowane plany, które nam oferują, i wydaje się, że zaoferujemy uaktualnienie do wielu usług, głównie planu danych 2 GB. Czy możesz wymienić usługę, która zostanie uaktualniona dla mnie 45 $ lub jako cała płatność w wysokości 120 $?
Agent TelCom: Dobra, wymienimy plan, na który patrzyłeś. Czy skończył Ci się już kontrakt?
Klient: Nie, nadal mogę skontaktować się z TelCom, jeśli zajdzie taka potrzeba. Mam też drugi telefon dostarczony mi przez TelCom, ale nie wiem, czy nadal mogę z niego korzystać."
2766,no,"Klient: Chciałbym uaktualnić do pakietu FTTH z 50 Mbps w dół i 10 Mbps w górę.
Agent TelCom: W porządku. Następnym krokiem, który polecam, jest złożenie oferty online. Ile to będzie kosztować?
Klient: $ 69.99 miesięcznie.
Agent telekomunikacyjny: Jesteś obecnie zapisany na rachunek telekomunikacyjny w tym obszarze. Chcesz kupić nową usługę na rachunku telekomunikacyjnym?
Klient: Jasne. Całkowicie skończyłem z Telcom. Nie planuję powrotu.
TelCom Agent: Świetnie! Czy rozważyłbyś przywiezienie własnego modemu kablowego?"
2767,no,"Klient: Telefon i moje dane.
TelCom Agent: Telefon. Masz linię głosową i chciałbym uaktualnić cię do linii danych.
Klient: Nie, nie, nie, nie aktualizuję mojego telefonu. Uaktualniam umowę.
Agent TelCom: W porządku. Patrzymy więc tylko na Twoją umowę, aby zobaczyć, co możemy zrobić, aby Twoja obecna umowa była bardziej przystępna. Czy chcesz, żebym zaczął, czy oddzwonisz z aktualnym numerem telefonu?
Klient: Nie, nie, nie. Nie uaktualniam umowy. Chcę tylko mieć moje dane na moim"
2768,no,"Klient: O czym ty mówisz? Nie wiem, o czym mówisz.
Agent TelCom: Przepraszam?
Klient: Powiedziałem, że nie wiem, o czym mówisz. Chcę uaktualnić mój telefon!
TelCom Agent: Dlaczego?
Klient: Jestem bardzo zadowolony z TelCom, to najlepsza usługa, jaką miałem od bardzo dawna. Chcę tylko uaktualnić do danych!
Agent TelCom: Przykro mi, że nie mogę uaktualnić twojego telefonu tutaj w Lehi. Nie robimy tego typu rzeczy. Byłbym wdzięczny, gdyby zechciał pan zabrać głos"
2769,no,"Klient: Każdy z nich proszę.
TelCom Agent: Tak, każdy z nich. Czy mogę podać aktualną cenę i jaki jest twój miesięczny plan?
Klient: Racja, cóż, powiedziałeś 70 USD miesięcznie, ale wiem, że jeśli zarejestruję się w planie 300 MB na rok, będę musiał zapłacić 390 USD. Czy istnieje plan 300mb za 70 USD miesięcznie?
TelCom Agent: Oczywiście, to właśnie mamy.
Klient: Okej, więc będę musiał zarejestrować się w planie 70 USD na jeden rok, czy to będzie aktualizacja?
"
2770,no,"Klient: Głos.
TelCom Agent: Ok, czy możesz mi powiedzieć, ile kosztują obecni dostawcy, aby uaktualnić cię do VoIP?
Klient: Cóż, to zależy od tego, co rozumiesz przez VoIP. Moje pytanie brzmi: u jakich obecnych dostawców i cen oferujecie tę usługę?
Agent TelCom: Cóż, oferujemy 3 różne poziomy usług, normalne, szybkie i wyjątkowo szybkie. Są one świadczone za symboliczną opłatą, w zależności od poziomu usług, do których się kwalifikujesz. Obecnie wszyscy nasi klienci otrzymują standardową usługę w cenie wstępnej 0,04 USD za minutę i USD"
2771,no,"Klient: Czy możesz mi powiedzieć, jaka jest aktualna stawka za dane?
Agent TelCom: Przepraszam Jessica. Aktualna stawka za dane wynosi 22 USD miesięcznie. $22 miesięcznie.
Klient: Ale nie mam żadnych danych!
Agent TelCom: Okay Jessica, jeśli chcesz, żebym rozbił obecną stawkę według usług, możesz podać mi te informacje.
Klient: Przykro mi, ale nie mam żadnych danych!
Agent TelCom: Okay Jessica, jeśli chcesz, żebym rozbił obecną stawkę według usług, możesz podać mi te informacje.
Klient: Nie chcę płacić"
2772,yes,"Klient: Wiem, że to było okropne doświadczenie, ale wiesz, że jestem lojalnym klientem przez długi czas, a wy po prostu nie świadczycie usług, których oczekiwałem.
TelCom Agent: Dziękuję za rozmowę. Przykro mi słyszeć o złych doświadczeniach. Jak długo jesteś u nas klientem Dona?
Klient: Jestem z wami od około półtora roku.
TelCom Agent: To na 2 raty, które były spóźnione. Muszę jednak powiedzieć, że nasi klienci zasługują na obsługę na światowym poziomie. Przykro nam słyszeć o twoich doświadczeniach z nami. Tylko po to, aby dać ci"
2773,yes,"Klient: Trochę trudno ci to wytłumaczyć, ale byłem na poczcie, wysłałem pocztę, zadzwoniłem do mojego dostawcy Internetu i wszyscy byli bardzo niepomocni.
Agent TelCom: Świetnie. Kiedy możesz mi powiedzieć, dlaczego dzwonisz?
Klient: Zastanawiam się tylko, czy mogę wziąć pożyczkę, aby zapłacić za usługę?
Agent TelCom: Przykro mi słyszeć o tej Delfinie, ale nie jestem pewien, co mogę zrobić w tym momencie.
Klient: Dobra, wpadnę do mojej lokalnej unii kredytowej i zapytam, czy mogą mi pożyczyć"
2774,yes,Nan
2775,no,"Klient: Jeśli chodzi o tekst, chciałbym uaktualnić do planu z większą ilością danych.
TelCom Agent: Świetnie! Więc możemy w tym pomóc. Ile danych chcesz uzyskać?
Klient: 15 GB.
TelCom Agent: Świetnie! Przejdźmy teraz do twojego głosu, ile minut chciałbyś dodać?
Klient: 15 minut.
TelCom Agent: Świetnie. A ile tekstów chciałbyś dodać?
Klient: 4 teksty.
TelCom Agent: Świetnie. Wielki! A jaka jest nowa cena za wasze usługi?
Klient: Cóż, chcę"
2776,no,Nan
2777,no,"Klient: Jestem w trakcie uaktualniania tekstu na głos i chcę wiedzieć, czy mogę przejść na wasz plan cenowy?
Klient: Cześć. Jestem ciekaw rzeczywistej ceny nowego planu usług. Jeśli jest to ta sama cena, co poprzedni plan, chcę anulować.
TelCom Agent: Dziękujemy za skontaktowanie się z TelCom. Nazywam się Nannie i wezmę twój numer zamówienia. Będę z tobą wkrótce, więc sprawdzę teraz twoje konto.
TelCom Agent: Dziękuję za rozmowę. Z przykrością informuję, że nie możesz dziś uaktualnić umowy.
Klient:"
2778,no,"Klient: Posiadam...
Agent TelCom: Czy chciałbyś, żebym zamienił z tobą słowo?
Klient: Od dłuższego czasu ładuję moje konto telefoniczne, to około 28 USD miesięcznie i chcę tylko uaktualnić. Myślę, że usługa głosowa jest o około 2 USD za minutę tańsza niż obecna, a także chcę uzyskać dostęp do Internetu.
Agent TelCom: Jestem pewien, że wiesz, że TelCom zapewnia usługi pakietowe, takie jak dostęp do Internetu i głos. Możemy to zrobić dzisiaj. Najlepszą rzeczą do zrobienia byłoby zadzwonić do naszego działu obsługi klienta i porozmawiać z Alanem, on może"
2779,no,Nan
2780,no,"Klient: Mam nadzieję, że nie będę musiał kupować nowego telefonu w tym roku i chcę zachować mój obecny telefon. Co będzie zawarte w mojej nowej umowie na nowy telefon?
Agent telekomunikacyjny: Cóż, tak jak powiedziałeś, obsługa jest niesamowita, obsługa klienta jest fenomenalna i ciągle szukamy sposobów na ulepszenie naszej usługi, ale musimy ulepszyć nasz sprzęt. Więc nie jestem pewien, czy możemy zabrać ze sobą telefon na razie i dać ci szansę na powrót i przyjrzenie się swoim opcjom. Ale pozwólcie, że przedstawię wam krótkie podsumowanie tego, czego możecie się spodziewać.
"
2781,no,"Klient: Chcę uaktualnić mój głos i dane.
TelCom Agent: W porządku. Dziękuję Susan. Jesteś teraz na TelCom. Nazywam się Lou. Jaki będzie koszt uaktualnienia?
Klient: To pięćset dolarów.
Agent TelCom: OK. Dziękuję Lou. A jaka będzie ostateczna cena tego uaktualnienia?
Klient: 200.
Agent TelCom: OK. Świetnie. Dziękuję. Czy to brzmi dobrze dla ciebie, Susan? Ponieważ doceniam czas, który poświęciłeś na udzielenie mi odpowiedzi na te pytania. I zamierzam złożyć zamówienie na twoje usługi"
2782,no,"Klient: Uh Chciałbym uaktualnić mój plan głosowy i tekstowy, w tej chwili nie mam danych i chciałbym uaktualnić zarówno głos, jak i tekst.
Agent TelCom: Dobra, dziękuję Jacqueline, możesz do mnie zadzwonić pod 0355497967.
Klient: Dziękuję bardzo. Muszę powiedzieć, że jestem bardzo zadowolony z Telcom. Czy masz inne pytania techniczne dotyczące Twojej usługi?
Agent TelCom: Przykro mi, Jacqueline, nie mam w tej chwili żadnych innych pytań technicznych dotyczących twojej usługi. Nasze wsparcie techniczne dotyczy większości problemów, które"
2783,no,"Klient: Jestem zainteresowany uaktualnieniem moich pakietów głosowych i danych, ale nie jestem pewien, ile by to kosztowało.
Agent TelCom: Okej, to będzie dodatkowe 11,98 USD. Ile chciałbyś nadrobić?
Klient: Dużo wysyłam SMS-y i zauważyłem, że sprawia, że telefon ma niższą jakość głosu.
Agent TelCom: W porządku. Przeniosę się do call center i porozmawiam z wami o tym. Jak szybko mogę się spodziewać, czy dokonałeś tego zakupu?
Klient: Powinienem oddzwonić w ciągu najbliższych pięciu lub dziesięciu minut"
2784,yes,"Klient: Właśnie przychodzę do ciebie i anuluję moją usługę.
Agent TelCom: W porządku...
Klient: Chciałem porozmawiać z tobą o niektórych możliwościach pracy, do których zwrócono się do mnie w przeszłości, i musiałem anulować moją usługę, i chciałem tylko sprawdzić, czy jest jakiś sposób, w jaki mógłbyś mi pomóc, czy też lepiej byłoby po prostu uzyskać usługę przez TelCom.
TelCom Agent: W porządku. Rozumiem więc, że jesteś z Verizon od dłuższego czasu i masz dwa telefony z TelCom.
Klient: Zgadza się.
Agent TelCom: Okej, a jaki był pierwszy telefon?
Klient: Cóż,"
2785,yes,"Klient: Cóż, patrzyłem na usługę i wciąż jest mniej niż myślałem, że będzie. To straszne. Używam Comcast od 11 lat i jestem tam bardzo szczęśliwy. Moim jedynym problemem z ich usługami jest to, że nie działa to dla mnie zbyt dobrze i szukam czegoś, co jest trochę lepsze.
Agent TelCom: W porządku, Jeremy, mogę ci powiedzieć, że usługa, którą świadczymy, koncentruje się na łączeniu cię z najlepszym możliwym połączeniem internetowym. Nasza usługa jest teraz dostępna w ponad 80 stanach, dzięki czemu możesz w pełni wykorzystać dostępne połączenia internetowe. Świadczona przez nas usługa internetowa oferuje Państwu szybkie, niezawodne i łatwe w użyciu usługi, które"
2786,yes,"Klient: Cóż, powodem, dla którego byłem tak nieszczęśliwy, jest to, że byłem lojalnym klientem TelCom od wielu lat. Mam nową pracę w mieście i przez cały ten czas byłem normalnym standardowym klientem. Od lat kupuję kredyty telefoniczne i takie, które oferujesz. Zawsze przychodził znacznie wcześniej niż inne firmy. W rzeczywistości pamiętam, że zaoferowałeś mi jeden w momencie mojego awansu. Korzystałem również z waszych usług od czasu, gdy pracowałem jako koordynator w waszym magazynie.
Agent TelCom: Och, podoba mi się to. Czy korzystasz z poczty głosowej przez cały ten czas?
Klient: Nie, ja"
2787,no,"Klient: Głos, tekst lub dane.
Agent telekomunikacyjny: Cóż, mamy kilka własnych wersji, mamy Google Voice, który jest usługą, którą oferujemy większości ludzi w Stanach Zjednoczonych. Ale oferujemy również pakiet z siecią specyficzną dla Sprintu, którą mamy. Oferujemy więc pakiety specyficzne dla Sprint i oczywiście oferujemy plany Verizon, które oferujemy od dłuższego czasu. I oczywiście nasze własne produkty, takie jak telefon do bezpośredniej komunikacji i mamy internetowy system telefoniczny, z którego ludzie mogą korzystać przez Internet. A jak wiecie, mamy wiele innych"
2788,no,Nan
2789,no,"Klient: Chciałbym uaktualnić moją usługę głosową, aby mówić i wysyłać SMS-y w tym samym czasie - 39 USD miesięcznie od Telcom.
Agent TelCom: Cudowna Margaret. Pamiętaj jednak, aby wnieść rachunek w poniedziałek, a my sprawdzimy aktualizację i przedstawimy uczciwą wycenę. I pamiętaj, aby sprawdzić rachunek przed jego odbiorem. Mam nadzieję, że to pomoże. Jeszcze raz dziękuję.
Klient: Moja umowa mówi, że dostanę nowy telefon w poniedziałek i muszę go przywieźć. Właśnie zadzwoniłem, aby dowiedzieć się dlaczego i powiedziano mi, że nie muszę dostarczać telefonu, ponieważ już za niego zapłaciłem. Jak to możliwe, że muszę"
2790,no,Nan
2791,no,Nan
2792,no,"Klient: Chcę uaktualnić do nieograniczonej ilości danych.
Agent TelCom: Dobra, zadzwoniłem do działu przychodów i mówią mi, że wyślą ci nowy rachunek pocztą tak szybko, jak to możliwe. Czy będzie to za kilka dni, czy wolisz zapłacić teraz?
Klient: Chciałbym zapłacić teraz.
Agent telekomunikacyjny: Musimy przechowywać Twoje informacje rozliczeniowe, dopóki nie zostaną Ci wysłane. Więc zaraz wrócę z tobą. Mam tutaj nowy rachunek i zamierzam zaoferować ci pozostały miesiąc na istniejącej umowie i cenę połączenia"
2793,no,"Klient: Cóż, od dłuższego czasu chciałem uaktualnić mój telefon i patrzę na plan, który mam z TelCom i zauważyłem kilka rzeczy, które chcę zmienić w planie, oto lista:
Głos / tekst: $ 35 miesięcznie - 2GB
Dane: $ 50 miesięcznie - 5GB
Zasięg na całym świecie: $ 70 miesięcznie - 1GB
Dane na całym świecie: $ 2 miesięcznie - 5GB.
Korzystając z tych cen, płaciłbym 71 USD miesięcznie za telefon, 6 USD za dane i 72 USD miesięcznie za telefon -"
2794,yes,Nan
2795,no,"Klient: Wszystkie trzy.
Agent TelCom: Mój przełożony oddzwoni do ciebie po drodze. Jestem na dobrej drodze, aby jak najszybciej zrealizować zamówienie i dam Ci znać, gdy tylko będzie gotowe do wysyłki. Dziękujemy za zakupy w TelCom.com. Wszystkiego najlepszego, David."
2796,no,Nan
2797,no,"Klient: Tekst.
TelCom Agent: Tak, tekst jest opcją. Jakie pole chcesz uaktualnić?
Klient: Moje pole to ""2*"".
TelCom Agent: Ile liter chcesz obok ""2*""?
Klient: Chcę dwie litery obok ""2*"".
TelCom Agent: Ok, a co powiesz na to? 1,2,3 czy 4?
Klient: Chcę 4.
Agent telekomunikacyjny: Ok, a ile liczb chcesz obok ""4""?
Klient: Chcę 4.
TelCom Agent: Ok, a ile masz numerów"
2798,no,"Klient: Powiedzmy, że chcę zwiększyć prędkość.
TelCom Agent: Świetnie. W takim przypadku wróć w trzecim, czwartym kwartale, a my podamy Ci pełną wycenę aktualizacji.
Klient: Dla kogo pracujesz?
Agent TelCom: UnitedCell, korporacja macierzysta Telcom. Pracujemy dla wszystkich głównych przewoźników.
Klient: Chcę wiedzieć, kto jest twoim właścicielem.
Agent TelCom: Nie wolno nam o tym rozmawiać.
Klient: Jeśli nie wolno ci o tym mówić, nie jestem pewien, czy chcę"
2799,no,"Klient: Cóż, chciałbym zwiększyć prędkość danych. Obecnie jestem na 20 mbps i chciałbym uzyskać 50 mbps.
TelCom Agent: Cóż, jeśli chcesz uaktualnić swoją usługę do 50 Mbps, z przyjemnością pomożemy Ci w tym zakresie.
Klient: Dziękuję. Z pewnością uwierzę panu na słowo. Dziękuję, Dana.
Agent TelCom: Dziękuję Sandra. Jak mogę Ci pomóc już dziś?
Klient: Dobra, dzwonię, aby uaktualnić moją umowę do 50 mb/s. Mój obecny kontrakt mówi, że powinienem płacić 125 USD miesięcznie i chciałbym za"
2800,yes,Nan
2801,no,"Klient: Tak, zastanawiam się nad uaktualnieniem mojego konta do nieograniczonego.
Agent telekomunikacyjny: Ok, więc czy możesz podać mi numer zwrotny dla swojego doradcy technicznego? DM w tym numerze kierunkowym czy innym?
Klient: Myślę też o T1. Przeprowadzam się z Chattanooga.
Agent TelCom: Dobrze, pozwól, że podzielę się twoim pytaniem. Kiedy się przeprowadzasz i kiedy przychodzisz?
Klient: Przeprowadzam się w piątek i przychodzę w środę.
TelCom Agent: To trochę na odwrót. Będzie to zależeć od tego, ile ruchu się spodziewasz"
2802,no,"Klient: Głos.
Agent TelCom: Dobrze, czy możesz przedstawić opcje wyboru?
Klient: Dobra, mam 3 możliwości wyboru usług głosowych. Mogę uaktualnić moje konto do GSM Data lub moje konto może zostać uaktualnione do VoIP.
Agent TelCom: W porządku. Przejdę przez opcje cenowe dla każdego z nich. Usługi głosowe to $20/miesiąc rejestrowane i $5/miesiąc bez nagrania. Możemy również dodać Twój pierwszy pakiet za 40 USD. Oznacza to, że płacisz pełne 40 USD miesięcznie plus opłaty za pierwszy miesiąc. VoIP to $ 0.50 / minuty i $ 0.25"
2803,no,"Klient: Mój numer telefonu to 2282198672 i chciałbym teraz przejść z funkcji głosowej na tekstową.
Agent TelCom: Mój numer jest 2302032160 i przykro mi, że muszę poinformować, że nie można tego teraz zrobić.
Klient: Mój numer telefonu to 2302032160 i chciałbym teraz uaktualnić program z funkcji SMS na głosowy.
Agent TelCom: O nie, to niemożliwe, ponieważ już zmieniłem twój numer. Dr Lewis powiedział, że nie może zmienić numeru, dopóki nie otrzymasz pełnej zapłaty.
Klient: Uh, więc, już mam"
2804,no,"Klient: Trudno jest wybrać między głosem a danymi. To, czego naprawdę chciałbym, to głos.
Agent TelCom: Przykro mi, Joann, ale zostałabyś zwolniona za ponowne zepsucie naszych linii. Czy mogę ponownie przeprowadzić nas przez proces aktualizacji?
Klient: Raczej nie. Przepraszam, jak powiedziałem, byłem bardzo zadowolony z Telcom, ale naprawdę chciałbym uaktualnić do głosu.
Agent TelCom: W porządku. Cóż, miałem zamiar dać wam jeszcze kilka minut na zastanowienie się nad tym, ale mam tu innego pacjenta. Dobrze byłoby nam go przynieść. Ile"
2805,no,"Klient: Chcę uaktualnić usługę głosową do planu funkcji Talk to Text.
TelCom Agent: Świetnie. Dziękuję bardzo za Twój biznes. Czy możesz podać mi swój nowy numer konta?
Klient: Tak, chciałbym zachować go jako mój numer Telcom.
TelCom Agent: Świetnie. W porządku. Przejdźmy przez to, co możesz zrobić teraz, zanim przejdziemy do ""gotowości"".
1. Przejdź do strony Moje konto i zaloguj się przy użyciu nazwy użytkownika i hasła. A następnie, zgodnie z Twoim poprzednim zamówieniem, utworzymy nowe konto w TelCom.
2. W"
2806,no,"Klient: Głos.
TelCom Agent: A do którego pakietu chcesz uaktualnić?
Klient: Pełny pakiet.
TelCom Agent: A kiedy chcesz dokonać aktualizacji?
Klient: W ciągu najbliższych 30 dni.
Agent TelCom: Świetnie, czy możesz wyjaśnić, co chciałbyś robić i kiedy chciałbyś to zrobić?
Klient: Ach, chcę wysłać wiadomość do znajomego.
Agent TelCom: Okej, a jak chciałbyś to zrobić?
Klient: Chcę wysłać wiadomość SMS do znajomego.
Agent TelCom: W porządku. A jak byś"
2807,no,"Klient: Daj mi chwilę, a omówię to z tobą. Chcę uaktualnić mój głos i tekst do wersji Legacy.
TelCom Agent: Świetnie, a jak długo to potrwa?
Klient: Nie jestem pewien.
Agent TelCom: Nie martw się o to Rhonda. Zrobimy to.
Klient: Świetnie. Dziękuję panu. Czy jest coś jeszcze, co mógłbym dla ciebie zrobić, aby moje doświadczenie było doskonałe?
Agent TelCom: Jasne, że jest Rhonda. Oto jedna rzecz, o której chcielibyśmy przypomnieć, że nie tylko o tym rozmawiamy"
2808,no,"Klient: Chcę uaktualnić moje dane.
TelCom Agent: Ok, czy mógłbyś określić, jakiego rodzaju dane?
Klient: LTE.
TelCom Agent: OK, usługa LTE, którą masz, to Q50. Ile chcesz zapłacić za usługę LTE?
Klient: Chciałbym uaktualnić moją umowę do Q50.
Agent TelCom: W porządku. Jestem pewien, że masz kontrakt Q50 (patrzy na papier za nim), chciałbyś się temu przyjrzeć. Możesz spojrzeć na to sam, nie wymagamy, abyś nam to przyniósł.
Klient:"
2809,no,"Klient: Otrzymuję usługę wiadomości tekstowych z pakietem danych i chciałbym uaktualnić na przykład do 10 GB danych.
TelCom Agent: Świetnie. Jaki jest obecnie przewidywany koszt tej aktualizacji?
Klient: Dla wyjaśnienia, wcześniej używałem TelCom do szerokopasmowego dostępu do Internetu. Moja umowa jest nadal do odnowienia w lipcu, a dzwoniąc do TelCom przez telefon, stwierdzili, że wzrost stawki był spowodowany istniejącymi umowami i że chętnie pomogliby mi się przenieść i uzyskać nową, tańszą stawkę.
TelCom Agent: Świetnie. Więc możemy teraz uzyskać szacunki dotyczące aktualizacji?"
2810,no,Nan
2811,no,"Klient: Chcę uaktualnić usługę głosową i usługę tekstową.
TelCom Agent: Okej, to wystarczy. Co chciałbyś dziś uaktualnić?
Klient: Zaktualizuję stronę z ofertami specjalnymi.
TelCom Agent: Świetnie. Dziękuję Mary. Który z nich chcesz uaktualnić?
Klient: Chcę uaktualnić usługę głosową i usługę tekstową.
TelCom Agent: Który z nich chcesz uaktualnić?
Klient: Chcę uaktualnić zarówno głos, jak i tekst.
TelCom Agent: Dobra, który z nich chcesz uaktualnić?
Klient: OK. Chciałbym"
2812,no,"Klient: Nie mam nic przeciwko danym. Nie lubię jednak głosu, więc myślę o poproszeniu ich o przywrócenie automatycznego rozliczania na moim koncie.
Agent telekomunikacyjny: Czy chcesz uaktualnić do wyższego poziomu prędkości, czy chcesz zachować ten sam poziom prędkości?
Klient: Nie wiem. Nie mam nic przeciwko danym.
TelCom Agent: Czy otrzymałeś już szacunkowy rachunek za ostatni miesiąc od TelCom?
Klient: Tak. To $ 116.15 za 4GB danych. Zamiast tego jest to kredyt w wysokości 45 USD, ponieważ nigdy nie dostałem kredytu w wysokości 45 USD"
2813,no,"Klient: Wiesz co, jestem całkowicie przeciwny głosowi, ponieważ korzystam ze stosunkowo drogiego planu telefonii komórkowej na wsi i już płacę za usługi głosowe na moim telefonie. Nie interesuje mnie głos. Wielu moich przyjaciół będzie chciało mieć głos i będą musieli zapłacić więcej pieniędzy. Członkowie mojej rodziny mają zwykły telefon i nie chcę dla nich planu głosowego.
Agent TelCom: Rozumiem, więc chcesz obecny plan z głosem?
Klient: Tak, proszę pani.
TelCom Agent: W niektórych przypadkach możesz kwalifikować się do nowego planu TelCom VoicePlus, który oferuje"
2814,no,"Klient: Chcę uaktualnić moją usługę do miesięcznej usługi głosowej o wartości 34,95 USD i miesięcznej usługi tekstowej o wartości 19,95 USD.
TelCom Agent: Doskonale. Z przyjemnością zrobimy to dla Ciebie dzisiaj za $ 33 / miesiąc. Czy jesteś zainteresowany miesięcznym planem danych?
Klient: Tak i pakiet danych o wartości 25 USD miesięcznie.
Agent TelCom: Wspaniale! Czy możesz podać mi swoje imię i numer telefonu?
Klient: Saul, mój numer telefonu to 7194297267.
Agent telekomunikacyjny: Saulu, gdzie się znajdujesz?
Klient: Englewood, Kolorado."
