churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
yes,"Klient: Cóż, trwa to już od roku i jestem pewien, że wiecie, iż Comcast i Vodafone próbują pozbyć się klientów telewizji kablowej. Zacząłem od pakietu rocznego klienta o wartości 69,99 USD, jestem z nimi od dwóch lat, a teraz naliczają mi 64,99 USD miesięcznie za usługi internetowe.
Agent TelCom: Dobrze, więc proszę opowiedzieć mi więcej o swoim problemie.
Klient: Wydaje mi się, że za usługi internetowe płacę więcej niż powinienem.
Agent TelCom: OK, więc co jest nie tak z tą usługą i co jest nie tak z korzystaniem z telewizji kablowej?
Klient: Cóż, zawsze",PA,61,area_code_408,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2
no,"Klient: Nie jestem pewien, ale nie wiem, czy to jest głos.
Agent TelCom: Przykro mi, ale nie mogę w tej chwili pomóc, ale czy może mi Pan podać datę, kiedy planuje Pan przejść na wyższy poziom prędkości?
Klient: Nie jestem pewien, który to poziom. Myślę, że może chodzić o połączenia głosowe.
Agent TelCom: Dobrze, ale czy może mi Pan powiedzieć, kiedy zamierza Pan podwyższyć poziom prędkości?
Klient: Ok. Nie wiem nawet, jaki poziom prędkości chcę podwyższyć, ale jeśli jest to prędkość głosowa, to chcę podwyższyć ją do",CT,63,area_code_408,no,yes,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1
no,,UT,116,area_code_415,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1
yes,"Klient: Wszedłem na stronę internetową i zobaczyłem, że mają ofertę kredytu w wysokości 30 dolarów. Prawie nie mogłem w to uwierzyć, ale pomyślałem. Ale potem zobaczyłem, że 30 dolarów to jednorazowa oferta na telefon. I teraz zastanawiam się, dlaczego miałbym to zrobić, skoro chcę tylko rozwiązać umowę?
Agent TelCom: Cóż, dzieje się tak z kilku powodów, Kevin. Jednym z głównych powodów, dla których warto rozwiązać umowę, jest chęć wymiany telefonu na nowy. I będzie chciał zachować swój obecny numer, ponieważ jest to jedyny plan, jaki ma się z tym modemem. I zamierzasz",VT,73,area_code_415,no,no,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1
no,"Klient: Nie mogę uaktualnić mojego pakietu głosowego, jestem w sieci Verizon.
Agent TelCom: Dobrze, czy może mi pan wyjaśnić, dlaczego nie może pan zaktualizować swojego pakietu głosowego?
Klient: Kiedy przeszedłem do TelCom, miałem już pakiet głosowy u starego operatora i chciałem go zatrzymać. Nie chcieli, żebym zmieniał operatora.
Agent TelCom: Dobrze, czy może mi pan powiedzieć, dlaczego chce pan wrócić do Verizon?
Klient: Cóż, utknąłem na słowie, że nie chcą, abym zmienił operatora.
Agent TelCom: Dobrze, ale czy mógłbyś",OK,75,area_code_415,yes,no,0,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,10.1,3,2.73,3
no,"Klient: Chciałbym podwyższyć jakość moich połączeń głosowych i tekstowych.
Agent TelCom: O, opcja uaktualnienia jest dostępna. Koszt nowej opcji wynosi 54,99 USD miesięcznie, a całkowity koszt obu opcji to 100 USD. Otrzymuje Pan/Pani nieograniczoną liczbę SMS-ów i minut.
Klient: Rozumiem. Z przyjemnością zapłacę trochę więcej, aby otrzymać pakiet głosowy i tekstowy, którego potrzebuję. Doceniam, że poświęciłeś swój czas, aby mi pomóc, doceniam usługi, które mi świadczysz i mam nadzieję, że wkrótce znów się spotkamy.
Agent TelCom: I",HI,63,area_code_415,no,no,0,112.5,95,19.13,211.2,67,17.95,227.5,96,10.24,11.1,8,3.0,0
no,"Klient: Cóż, chciałbym uaktualnić moją usługę głosową do 4G LTE. Agent TelCom: 4G LTE? Przykro mi, ale nie rozumiem, co pan przez to rozumie.
Klient: Jest to technologia, która umożliwia nam korzystanie z Internetu w telefonie i jest obecnie dostępna we wszystkich telefonach komórkowych.
Agent TelCom: Rozumiem. Czyli nie ma Pan umowy z TelCom?
Klient: Nie, nie mam z nimi umowy. Chcę tylko uaktualnić moją umowę.
Agent TelCom: Rozumiem, to dobrze. Czy jest Pan właścicielem",AZ,68,area_code_415,no,no,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1
no,"Klient: Chciałbym uaktualnić mój telefon programowy. Obecnie mam umowę z firmą TelCom w sieci Vodafone.
Agent TelCom: Wspaniała Lisa, proszę opowiedzieć mi trochę o telefonie referencyjnym na Pani koncie?
Klientka: Nie pamiętam, ale wydaje mi się, że był to model Samsunga 1 generacji.
Agent TelCom: Tak, czy może mi Pani opowiedzieć o nowym telefonie, który ma Pani na swoim koncie?
Klient: Tak. Działa na Ubuntu 13.10 i jest to Samsung Galaxy S3.
Agent TelCom: Wspaniała Lisa, bardzo dziękuję.",OK,116,area_code_510,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2
no,"Klient: Chyba głos.
Agent TelCom: Świetnie, do jakiej kwoty chciałby pan dokonać upgrade'u?
Klient: 70 USD.
Agent TelCom: Świetnie, Kristy, czy możesz mi powiedzieć, jaki jest termin aktualizacji?
Klient: Coś jak 1 rok?
Agent TelCom: Jest to krótki okres, ale proszę skontaktować się z naszym Biurem Obsługi Klienta, aby upewnić się, że aktualizacja zostanie przeprowadzona w terminie określonym w umowie.
Klient: OK, a to samo dotyczy SMS-ów i danych?
Agent TelCom: W tej chwili nie mogę podać ram czasowych dla żadnej z tych usług.",MI,83,area_code_510,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1
no,"Klient: Chciałbym uaktualnić usługę głosową o nowe poziomy prędkości, począwszy od 25 Mbits i więcej. Koszt wyniesie 199,99 miesięcznie.
Agent TelCom: Aha, mamy taką opcję?
Klient: Tak, ale zastanawiałem się, czy są dostępne inne opcje.
Agent TelCom: Nie, nie, nie, nie, nie możemy zmienić taryfy na wyższą.
Klient: Rozumiem to, ale wiem też, że TelCom ma wysokie oceny obsługi klienta. Mogę sobie wyobrazić, jak trudna jest dla obsługi klienta niemożność zmiany pakietu na wyższy.",IN,96,area_code_415,no,yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3
no,"Klient: Mam plany zarówno z VoIP, jak i Bell-Tel, ponieważ chciałbym móc słuchać muzyki i oglądać filmy, a także mieć możliwość wysyłania wiadomości e-mail.
Agent TelCom: Dziękuję bardzo Gil, przykro mi, że nie mogę dzisiaj zmienić Twojego planu. Mam jednak dla Ciebie specjalną ofertę. Jeśli chcesz porozmawiać z kimś z TelCom, aby omówić swoje opcje, możesz do mnie oddzwonić za kilka godzin.
Klient: Z pewnością skorzystam z tej rozmowy. Bardzo dziękuję za rozmowę.
Agent TelCom",NE,132,area_code_510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0
no,"Klient: Otrzymuję usługę SMS-ów z pakietem danych i chciałbym rozszerzyć ją na przykład do 10 GB danych.
Agent TelCom: Świetnie. Jaki jest w tej chwili przewidywany koszt tego upgrade'u?
Klient: Gwoli wyjaśnienia, już wcześniej korzystałem z usług TelCom w zakresie szerokopasmowego dostępu do Internetu. Moja umowa została przedłużona w lipcu i podczas rozmowy telefonicznej z TelCom dowiedziałem się, że podwyżka stawek jest spowodowana istniejącymi umowami i że z chęcią pomogą mi się przenieść i uzyskać nową, tańszą stawkę.
Agent TelCom: Świetnie. Czy możemy teraz uzyskać wycenę aktualizacji na poziomie",ID,127,area_code_408,no,no,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10.0,5,2.7,1
no,,TN,61,area_code_415,no,yes,38,139.8,108,23.77,58.3,120,4.96,203.4,160,9.15,9.7,1,2.62,3
no,"Klient: Oczywiście kupuję telefon i aktualizuję istniejącą usługę, ale chciałbym dodać również połączenia głosowe i tekstowe.
Agent TelCom: Świetnie. A ile to będzie kosztować?
Klient: Skąd miałbym to wziąć?
Agent TelCom: Zobaczmy... Tutaj, proszę pana... A czy w cenę wliczony jest modem i linia telefoniczna?
Klient: Tak, proszę pana.
Agent TelCom: Dziękuję Thomas, czy wiesz, jaka jest obecnie prędkość Twojego łącza szerokopasmowego?
Klient: 15/2 Mbps.
Agent TelCom: Świetnie. A jaki jest preferowany przez Pana plan taryfowy na Internet?
Klient: Wejdź na stronę",ME,140,area_code_510,no,no,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0
no,"Klient: Chcę tylko uaktualnić moją usługę telefoniczną w AT&T, aby kupić inteligentny telefon lub usługę czystego tekstu.
Agent TelCom: OK James, dokonajmy uaktualnienia. Pozwól mi zablokować ceny. Czy mógłbyś podać mi numer telefonu, pod który mógłbym zadzwonić, aby zachować zapis naszej rozmowy?
Klient: Jasne, numer telefonu to 9985798095.
Agent TelCom: Czyli dostaje Pan/Pani 99,99 USD zniżki z 29,99 USD miesięcznie, a następnie może Pan/Pani otrzymać kredyt w wysokości 99,99 USD, jeśli chce Pan/Pani kupić nowy telefon.",DC,119,area_code_408,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1
no,"Klient: Szukam tylko tekstu.
Agent TelCom: Po pierwsze, cieszę się, że podoba Ci się ta usługa. Zapytam kolegów z TelCom, czy możemy zaproponować lepszą ofertę. Zapoznam Cię z naszymi opcjami cenowymi i kosztami miesięcznymi.
Klient: Dobrze, nie ma problemu.
Agent TelCom: Chce Pan/Pani kupić usługi głosowe czy transmisję danych?
Klient: Szukam połączeń głosowych.
Agent TelCom: Dobrze, proszę sprawdzić dwa razy, dobrze? Chwileczkę, czy może mi pan podać numer konta i nazwisko Wiktorii?",IN,148,area_code_415,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1
no,"Klient: Chciałbym jak najszybciej przenieść mój głos na telefon stacjonarny.
Agent TelCom: Możemy pomóc w tej sprawie, Mary. Czy kiedykolwiek wcześniej dzwoniła Pani na numer stacjonarny?
Klientka: Tak, dzwoniłem i wszystko było w porządku.
Agent TelCom: Dobrze. Udało Ci się nawiązać połączenie z numerem stacjonarnym. Jaki jest numer telefonu, który chcesz wybrać?
Klient: 567-638-9232.
Agent TelCom: Pokażę Ci, jak wybrać ten numer.
Klient: Dobrze, tak zrobię.
Agent TelCom",SD,221,area_code_510,no,yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0
no,"Klient: Jestem bardzo zadowolona z moich dotychczasowych usług i chciałabym przejść na Fast DSL za 46,95 USD/miesiąc.
Agent TelCom: Miło mi to słyszeć, Dorothy. Jaki masz typ telefonu?
Klientka: Mam telefon służbowy.
Agent TelCom: Dziękuję, że to mówisz Dorothy. Czy ma Pani linię faksową?
Klientka: Mam telefon Verizon i urządzenie faksowe.
Agent TelCom: fax z departamentu?
Klientka: Tak, mam faks.
Agent TelCom: Dziękuję za informację, Dorothy. Proszę przeprowadzić mnie przez proces aktualizacji systemu",CA,92,area_code_408,no,no,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0
no,"Klient: Chciałbym zmodernizować moją usługę telefoniczną do wersji Voice.
Agent TelCom: Świetnie. Mogę sprawdzić ceny za wybrany przez Pana produkt na stronie internetowej https://home.telcom.com.au/online-pricing/. Zaraz tam będę.
Agent TelCom: Dziękuję Renee, a w międzyczasie, czy mogę zadać jeszcze jedno pytanie?
Klient: Oczywiście.
Agent TelCom: Witam, jaki jest Pana/Pani operator?
Klient: Telstra.
Agent TelCom: Rozumiem. Dobrze. Kiedy po raz ostatni aktualizowałeś łącze szerokopasmowe?",KY,66,area_code_510,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3
no,"Klient: Chciałbym uaktualnić moją umowę na usługę triple play.
Agent TelCom: Jakiego triple play?
Klient: Chciałbym uaktualnić moją umowę triple play do planu, który zapewnia statyczny adres IP, LTE i Wi-Fi.
Agent TelCom: Dziękujemy za zgłoszenie. Wysłałeś do [redacted] prośbę o potwierdzenie dotyczącą tego konkretnego żądania aktualizacji. Będę musiał sprawdzić, czy na koncie nie ma zaległych należności. Skontaktuję się z Państwem po rozwiązaniu tego problemu. Przepraszam za niedogodności, które mogą się z tym wiązać.
Klient: Bardzo dziękuję",KS,94,area_code_510,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0
no,"Klient: Chciałbym uaktualnić mój pakiet głosowy i tekstowy oraz chciałbym mieć możliwość rozszerzenia go o transmisję danych.
Agent TelCom: Cóż, mamy dziś do dyspozycji kilka możliwości aktualizacji, z których najważniejsze to te wymienione poniżej. Jeśli chodzi o połączenia głosowe i tekstowe, kontaktują się Państwo sami. Jeśli chodzi o transmisję danych, obecnie oferujemy jedynie opcję transmisji danych 3G.
Klient: Dobrze, dziękuję bardzo. Jak długo będzie trwała procedura aktualizacji?
Agent TelCom: Jak już wspomniałem, w większości przypadków trwa to tylko cztery dni.
",AZ,130,area_code_415,no,no,0,183.0,112,31.11,72.9,99,6.2,181.8,78,8.18,9.5,19,2.57,0
yes,,TX,136,area_code_408,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1
no,"Klient: Nie jestem pewien, który z nich chcę teraz wybrać. Próbuję to sobie wyobrazić. Zostałem poinformowany, że muszę dokonać aktualizacji do następujących usług: Głosowe, tekstowe lub transmisji danych.
Agent TelCom: Miło mi to słyszeć. Chciałbym tylko wyjaśnić jedną kwestię. Do jakiej usługi chce Pan/Pani dokonać upgrade'u?
Klient: Nie wiem. Powiedziano mi, że muszę przejść na rozmowy głosowe i tekstowe, a ty musisz przejść na transmisję danych.
Agent TelCom: Miło mi to słyszeć, dobrze. Teraz Charles, masz tylko jeden numer telefonu, więc będziesz miał do czynienia z TelComem dla",NM,118,area_code_510,no,no,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0
no,,OR,177,area_code_408,no,no,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2
no,"Klient: Nie mam żadnych danych do uaktualnienia, ale chcę uaktualnić usługę głosową i chcę się upewnić, że otrzymam właściwą cenę w przypadku uaktualnienia.
Agent TelCom: W porządku, przeprowadzę szybką analizę, aby sprawdzić, ile może Pan/Pani uzyskać 07 centów za minutę w czasie obowiązywania obecnej umowy. Jeśli więc użytkownik zamówiłby i otrzymał taki sam plan taryfowy na połączenia bezprzewodowe, jaki ma obecnie, kosztowałoby go to łącznie 2,75 USD miesięcznie za minuty, 1 USD za SMS i 0,25 USD za MB. Oto, gdzie zamierzam uzyskać",WI,120,area_code_415,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0
no,,CT,199,area_code_415,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0
no,"Klient: Chciałbym uaktualnić moją usługę głosową, aby móc dzwonić tylko na połączenia przychodzące.
Agent TelCom: Dobrze, a czy może mi Pan powiedzieć coś więcej o Pana obecnym planie ciągłej transmisji danych?
Klient: Tak, przez cały ubiegły rok miałem wykupiony plan taryfowy na transmisję danych w firmie Telcom. Obejmował on również nieograniczone korzystanie z danych. Obecnie mam podpisaną nową umowę z firmą Telcom, która uprawnia mnie do korzystania z 60 GB danych miesięcznie, w tym 3 GB na dane przez kolejne 12 miesięcy.
Agent TelCom: Przykro mi to słyszeć. Nie jestem podwykonawcą, lecz tylko klientem.",IL,68,area_code_415,no,no,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2
no,"Klient: Chcę podwyższyć cenę o 105 USD miesięcznie.
Agent TelCom: Zrozumiałem. Jaki jest Pana obecny pakiet?
Klient: Mam 10-letni plan taryfowy na 3 GB na pagery.
Agent TelCom: Aha, to standard. A ile linii dostaje Pan w tym planie?
Klient: Mam jedną linię.
Agent TelCom: Cieszę się, że udało nam się porozmawiać na ten temat. Czy jest jeszcze coś, o co chciałby mnie Pan/Pani zapytać w związku z naszymi usługami?
Klient: Tak, czy może mi Pan powiedzieć, jak długo trwa zazwyczaj odbieranie połączeń telefonicznych, gdy dzwonię na numer",IA,163,area_code_510,no,no,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0
no,"Klient: To są jedyne opcje, które biorę pod uwagę.
Agent TelCom: Fantastycznie, więc czy chciałby Pan, abym sprawdził, co mogę dla Pana zrobić dzisiaj?
Klient: Oczywiście, oczywiście. Chciałbym, aby na początek upewnił się Pan, że moje usługi działają prawidłowo, a ich jakość jest najwyższa z możliwych.
Agent TelCom: Świetnie. W tym celu, jeśli pan sobie życzy, czy mógłbym sprawdzić aktualną prędkość mojego łącza, aby sprawdzić, czy otrzymuję usługę z prędkością, za którą płacę?
Klient: Jasne, jasne.
Tel.",PA,176,area_code_415,no,no,0,169.5,151,28.82,112.9,84,9.6,56.6,99,2.55,8.7,4,2.35,0
no,"Klient: Zastanawiałem się, czy mógłby mi pan załatwić kredyt w wysokości 50 dolarów.
Agent TelCom: Nie mogę tego zrobić Lee, ale mogę załatwić panu kredyt w wysokości 50 dolarów. Przykro mi, przykro mi, ale nie mogę tego zrobić, Lee.
Klient: OK, przepraszam, w końcu oddzwonię.
Klient: Więc jeśli nie dostaniesz kredytu, zabierzesz mi numer telefonu albo zostawisz mnie w zawieszeniu. OK?
Agent TelCom: Jeśli dostaniesz kredyt, będzie to 50 USD, ale jeśli nie, będę musiał przenieść dla Ciebie numer telefonu.",AK,141,area_code_408,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1
no,"Klient: Chcę uaktualnić łącze z 20 megów do 50 megów w dół i 50 megów w górę.
Agent TelCom: Najlepiej będzie, jeśli Verizon podpisze za Pana umowę?
Klient: Tak, to prawda, chciałbym podpisać umowę, a także poinformować o chęci uaktualnienia usługi.
Agent TelCom: Świetnie Scott, a jaki był całkowity koszt Twojej usługi w zeszłym miesiącu?
Klient: $118,80
Agent TelCom: Dobrze Scott, szkoda, że nie możesz od razu uaktualnić usługi. To byłaby najlepsza oferta, jaką moglibyśmy Ci teraz zaproponować.",MA,56,area_code_510,no,no,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1
no,,TX,71,area_code_415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1
no,"Klient: Nie wiem. Wiem tylko, że chcę mieć telefon o większej mocy niż ten, który mam teraz.
Agent TelCom: Czy może mi Pan powiedzieć, co Pan kupuje?
Klient: Nie wiem. Szukam telefonu, który ma szybką ładowarkę, aparat fotograficzny, pocztę głosową, myszkę i inne rzeczy, których dziś nie można znaleźć w zwykłym telefonie. Szukam też telefonu z dużą ilością pamięci, żebym mógł na nim przechowywać wszystkie swoje pliki, zamiast męczyć się z dyskiem twardym i komputerem Mac.
Agent TelCom: Rozumiem, że szuka Pan",IA,130,area_code_510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5
no,"Klient: Chciałbym podwyższyć mój obecny plan taryfowy do pakietu z 70 USD za minutę danych.
Agent TelCom: Bardzo dobrze, doceniam to. Dziękuję za czas poświęcony na skontaktowanie się ze mną w imieniu firmy TelCom i chciałbym udzielić dodatkowych informacji. TelCom ma ponad 200 000 klientów i oferuje bezkonkurencyjną wartość. Jeśli masz pytania dotyczące współpracy z nami lub aktualnej umowy, skontaktuj się z nami za pośrednictwem formularza internetowego. TelCom jest dostawcą usług kablowych w Oregonie i na północnym zachodzie Pacyfiku. Wszystkie nasze usługi są świadczone za pośrednictwem lokalnych operatorów telefonicznych. Każdy telefon, który jest podłączony do naszej lokalnej sieci telefonicznej",HI,80,area_code_510,no,no,0,157.1,77,26.71,302.0,69,25.67,317.9,159,14.31,15.6,4,4.21,0
no,,IN,140,area_code_415,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1
yes,"Klient: Cóż, jedna rzecz jest taka, że to nie działa. Występują problemy z synchronizacją dźwięku i opóźnienia w działaniu myszy, gdy używam przeglądarki.
Agent TelCom: Aha, więc to dlatego rezygnujesz? Wielka szkoda. Zaraz do Ciebie przyjdę. Jeremy, wyjaśniłem Ci to już wcześniej. Wynika to z faktu, że urządzenie, które posiadasz, nie jest dokładnie takie samo, jak to, które dostarczamy klientom za pośrednictwem Telstry. Kilka miesięcy temu wprowadzono do systemu aktualizację oprogramowania, która miała na celu usunięcie tych problemów, a Wy bardzo szybko na nią zareagowaliście, więc widzę, że jesteście",UT,80,area_code_415,no,yes,33,189.4,109,32.2,148.7,68,12.64,208.9,119,9.4,11.2,4,3.02,1
no,"Klient: Rozmawiałem już z nimi o niektórych szczegółach technicznych i jestem bardzo zadowolony z planu taryfowego na 2 GB danych, dlatego chciałbym przejść na plan taryfowy na 3 GB danych.
Agent TelCom: To fantastycznie. Dziękuję, Christopher! I rozumiem, że opłata będzie naliczana według aktualnej stawki 0,11 USD za 1 MB. Czy może mi Pan podać swoje dane rozliczeniowe?
Klient: Jest 1 lutego, więc muszę dodać 0,11 USD za 1 MB do mojego konta.
Agent TelCom: Fantastycznie! Dziękuję, Krzysztofie! Twoje konto zostało zaktualizowane do 3 GB danych. Jeśli masz jakieś",NJ,135,area_code_415,no,no,0,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38,0
no,"Klient: Ok, oczywiście chcę wybrać transmisję danych.
Agent TelCom: Dobrze, rozumiem, że chciałby Pan zmodernizować swój telefon. Zamierzam zablokować konto klienta na trzy dni, aby umożliwić mu wykonanie tego telefonu.
Klient: Jak długo będzie trwało to zawieszenie?
Agent TelCom: Chciałbym zablokować konto klienta na trzy dni, aby umożliwić mu wykonanie połączenia telefonicznego.
Klient: Dobrze, konto jest zablokowane na trzy dni. Zastanawiam się nad kupnem nowego telefonu. Czy to wstrzymanie pozwoli mi to zrobić?
Tel.",NJ,42,area_code_415,no,yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0
no,"Klient: Chciałbym mieć możliwość zwiększenia mojego pakietu danych do planu bez limitu.
Agent TelCom: Jeszcze raz dziękuję, Christopher. Czy mogę w tym pomóc?
Klient: Jasne, proszę bardzo.
Agent TelCom: Z moją pomocą poproszę dziś o wycenę modernizacji i jeszcze dziś oddzwonię do Ciebie z wyceną przez telefon. Możesz zakończyć połączenie, a ja oddzwonię do Ciebie z wyceną.
Agent TelCom: Dziękuję, Krzysztofie, możesz już zamknąć połączenie.
Prosimy o cierpliwość, może to potrwać do 30 minut, ponieważ usługa nie jest testowana.",RI,134,area_code_415,no,no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0
no,"Klient: Moim następnym krokiem jest uaktualnienie planu taryfowego na Internet. Jestem bardzo zadowolony z dotychczasowych usług, ale chciałbym przejść na plan taryfowy na 200 GB danych.
Agent TelCom: Miło mi to słyszeć, Donna. Do jakiego planu chciałabyś dokonać aktualizacji?
Agent TelCom: Jaki rodzaj planu internetowego?
Klient: Zamierzam przejść na plan taryfowy na transmisję danych. Chciałbym się dowiedzieć, ile teraz będzie kosztować aktualizacja i na jak długo?
Agent TelCom: Miło mi to słyszeć, Donna. Z przyjemnością odpowiem na Twoje pytania jeszcze dziś. Mogę omówić z Tobą kilka szczegółów.",NJ,93,area_code_415,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1
no,"Klient: Myślę, że chciałbym uaktualnić ofertę i rozważam pakiet danych o wielkości 1 GB lub 2 GB.
Agent TelCom: Och, świetnie. Klient kieruje się więc wyłącznie swoimi potrzebami. Teraz przeprowadzę Cię przez proces aktualizacji. Zacznę więc od przekazania informacji, które są mi potrzebne do tej rozmowy. Ponieważ jest Pan nowym klientem, zacznę od Pana rachunku.
Klient: Nie, nie, nie, nie. Mam TelCom już od jakiegoś czasu.
Agent TelCom: W takim razie oprowadzę Cię przez",MS,96,area_code_510,no,no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2
no,"Klient: Zauważyłem spadek jakości połączeń głosowych, które odbieram i pomyślałem, że może chciałbym, aby dodatkowe pasmo głosu i/lub tekstu było przesyłane za pośrednictwem połączenia transmisji danych.
Agent TelCom: Czy może mi Pan powiedzieć coś więcej na ten temat?
Klient: Cóż, kiedy wykonuję szybkie wybieranie z ekranu głównego, telefon nie łączy się z siecią i dostaję różne komunikaty o błędach.
Agent TelCom: Co masz na myśli, mówiąc, że wybierasz numer z ekranu głównego?
Klient: Tak, nie działa mi dialer, a kiedy próbuję znaleźć",VA,86,area_code_415,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2
no,"Klient: Korzystam z usług telefonicznych od około 1,5 roku. Mam zwykły plan telefoniczny. Zawsze korzystałem tylko z wiadomości tekstowych i rozmawiałem przez urządzenie, a dane były przesyłane przez szybkie łącze. Chcę przejść na pełny plan taryfowy na transmisję danych.
Agent TelCom: Tak, to ma sens. Czy może mi Pan podać swoje imię i nazwisko oraz numer telefonu, abyśmy mogli rozpocząć proces aktualizacji planu?
Klient: Jasne, mam na imię John i numer telefonu to 6442680102.
Agent TelCom: Świetnie, kiedy kupił Pan swój telefon?
Klient: I",FL,106,area_code_408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4
no,"Klient: Mam nieograniczony plan taryfowy na dane.
Agent TelCom: Ile megabajtów chce Pan/Pani dodać do swojego planu?
Klient: 4.
Agent TelCom: Świetnie. Z przyjemnością zaktualizuję plan taryfowy do planu z nieograniczoną ilością danych. Jak szybko może Pan/Pani oczekiwać na aktualizację?
Klient: Około 2-3 tygodni.
Agent TelCom: Świetnie. Czy może mi Pan przedstawić w skrócie wszystkie usługi, które otrzymuje lub będzie Pan otrzymywał w ramach uaktualnienia?
Klient: Czy może mi Pan powiedzieć, co będę musiał zrobić?
",ND,101,area_code_415,no,no,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0.0,0,0.0,3
no,"Klient: Połączenia głosowe, tekstowe i transmisja danych.
Agent TelCom: W porządku. Sprawdzę szczegóły i będziemy mogli rozpocząć proces unowocześniania Twojego telefonu.
Klient: Bardzo dziękuję. Jestem bardzo dumny i chciałem podziękować za całą pomoc, jakiej udzieliliście mi w ciągu ostatnich czterech lat. Na pewno będę o Was pamiętał, gdy będę potrzebował nowego dostawcy. Rozmowa z Państwem to czysta przyjemność.
Agent TelCom: Dziękuję bardzo. To będzie ostatnia rozmowa w tym dniu.",IA,73,area_code_415,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1
no,"Klient: Mm-hmm. Potrzebuję tylko tego.
Agent TelCom: Bardzo się cieszę, że podobają się Państwu usługi oferowane przez firmę Telcom. Co chciałby Pan uaktualnić?
Klient: Głos.
Agent TelCom: Ok. Cóż, naprawdę muszę przeprosić za dzisiejsze oczekiwanie. Mamy w biurze wielu klientów, którym trzeba zapłacić. Z tego powodu musimy czekać nawet miesiąc, aby je dla Ciebie uzyskać. Jeśli uda mi się uzyskać aktualny plan płatności z dowolnie wybranym typem planu, dokonamy uaktualnienia za",FL,115,area_code_510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1
