churn,chat_log
no,"Klient: Chciałbym zaktualizować moją usługę, aby zaoferować lepszą stawkę?
Agent Telcom: OK, cóż, mogę zacząć od oferowania 20% zniżki.Czy możesz wyrazić zgodę na transfer?
Klient: Jasne.
Agent Telcom: potrzebujesz numeru konta Telcom.Potrzebuję wydruku z twojego obecnego rachunku.
Klient: OK.Dziękuję Ci.Mam druk mojego obecnego rachunku.
Agent Telcom: OK, więc masz 15% zniżki na swój obecny rachunek telefoniczny i wiem, że Twój obecny rachunek telefoniczny wynosi ponad 200,00 USD."
no,"Klient: Chciałbym zaktualizować usługę głosową przez Internet Protocol.Obecnie mam linię telefoniczną Verizon, ale chciałbym przejść z linią telefoniczną T-Mobile.
Agent Telcom: OK, przepraszam Rosę, ale niestety nie jesteśmy w stanie nosić tej konkretnej usługi.Istnieje bardzo ograniczona pula klientów Verizon, którzy chcieliby to zrobić, a nawet mniej klientów T-Mobile, którzy byliby w stanie to zrobić.Właśnie przeczytałem umowę Verizon i mówi, że nie możesz zaktualizować swojej usługi telefonicznej do T-Mobile, chyba że masz tekst lub dane.
Klient: Co to robi"
yes,"Klient: Przykro mi, że Christopher, w ostatnim miesiącu miałem pewne problemy z usługą i przyszedłem do ciebie z tym i byłeś w stanie pomóc mi to rozwiązać i pomóc mi rozwiązaćTo, ale w trzecim tygodniu lutego zauważyłem, że prędkości Internetu zwalniają się i zapytałem cię kilka razy, a ty nie zrobiłeś nic z tym i pomyślałem, że coś trzeba zrobić i chciałem pozbyć się tego kontraktuBardzo szybko, ponieważ po prostu nie jest tego warte.
Agent Telcom: Och, przepraszam, że Christopher, nie mogę znaleźć nic przyczyny tego problemu, ale możesz go zwrócić"
no,"Klient: Och, nie wiem.Zastanawiałem się, jaki byłby minimalny koszt aktualizacji.
Agent Telcom: O ... cóż, problem polega na tym, że nie możemy powiedzieć, jaki jest minimalny koszt, ponieważ nie pobieramy cię za nic, dopóki nie odwiedzisz sklepu, aby uzyskać aktualizację.Teraz, Julio, możesz zatrzymać się tutaj 23, albo możesz oddzwonić, a następnie, jeśli uda nam się dowiedzieć kosztu aktualizacji, możemy powiedzieć, ile, ale musisz wejść do sklepu i zrobićto.
Klient: Och, tak mi przykro.I"
yes,"Klient: Nie jestem zadowolony z żadnej z usług, które od ciebie otrzymałem.Mam dość bycia usługodawcą, a usługi, które otrzymałem od ciebie, nie były akceptowalne.
Agent Telcom: OK, będę musiał utworzyć nowe konto w Twoim imieniu.
Klient: OK, proszę pana.
Agent Telcom: Więc wyjmij swoją kartę kredytową, a ja się nią zaopiekuję.
Klient: W porządku.
Agent Telcom: Dobra, dobrze, dam ci 10 -minutowy blok czasu, aby to zrobić, a my wrócimy.
Klient: Nie, jeszcze nie skończyłem.
Agent Telcom: OK,"
no,"Klient: Chciałbym zaktualizować mój telefon stacjonarny, ale tylko wtedy, gdybym zmienił Internet szerokopasmowy i telefon stacjonarny na twoją usługę.
Agent Telcom: OK.Przyjmę Twoje zamówienie teraz i skontaktuję się z Tobą bezpośrednio, gdy będę miał informacje, aby przesunęły twoje konto do przodu.To jest Brian.
Agent Telcom: Piękny, będę cię teraz sprawdzać, gdy tylko będę miał informacje, aby posunąć twoje konto do przodu.
Klient: Przepraszam, że czekasz na Andrew.
Andrew: W porządku Janet, możesz mi powiedzieć, jak długo minęło, odkąd rozmawialiśmy i mogę opowiedzieć o ostatnich trzech miesiącach"
no,"Klient: Przepraszam, że nie widzę żadnych opcji danych do aktualizacji.
Agent Telcom: Jaki masz obecnie plan?
Klient: Przepraszam, że nie widzę żadnej opcji danych do aktualizacji.
Klient: Przepraszam, że nie widzę żadnej opcji danych do aktualizacji.
Klient: Przepraszam, że nie widzę żadnej opcji danych do aktualizacji.
Klient: Przepraszam, że nie widzę żadnej opcji danych do aktualizacji.
Klient: Przepraszam, że nie widzę żadnej opcji danych do aktualizacji.
Agent Telcom: Wiesz co, skontaktuję się z twoim"
no,
no,"Klient: Chcę uaktualnić do 3G.Moja obecna umowa dotyczy 2G.
Agent Telcom: Mogę podać dokumentację, którą musisz zaktualizować do 3G.Możesz to pobrać tutaj.Możesz także pobrać dokument, który mamy na aktualizacjach pakietów tutaj.
Agent Telcom: Za obsługę obsługi klienta i obsługa klienta jest dodatkowa opłata w wysokości 95 USD.
Klient: Jak mogę zrezygnować z miesięcznego rachunku?
Agent Telcom: Twoja subskrypcja to umowa miesięczna.Możesz anulować subskrypcję w umowach.Zdobądź pakiet, do którego chcesz uaktualnić tutaj.
Telcom"
yes,"Klient: Problem polega na tym, że właśnie dostałem list od Comcast z informacją, że zamierzają zamknąć biuro.
Agent Telcom: Ach, to byłoby rozczarowujące.Czy nadal rozliczasz je teraz bezpośrednio?
Klient: Nie, mój rachunek nadal będzie bezpośrednio, ale wysłałem im list z informacją, że chcę anulować moją usługę.
Agent Telcom: Świetnie!Przykro mi to słyszeć.Od razu wrócę z tobą.
Klient: Poczekaj chwilę!Nie to nie to!Mój rachunek nadal będzie bezpośrednio.Po prostu zmieniają daty i ostatnie kilka miesięcy, dostaję"
no,
no,
yes,"Klient: Internet jest powolny, powolny i powolny.Kiedyś było szybsze, ale modem i połączenie z Telcom przestały pracować przez kilka miesięcy i nie jestem pewien, kiedy zaczną pracować ponownie.
Agent Telcom: Cześć.Co jeszcze chciałbyś, żebym zrobił?
Klient: Nie, nie zamierzam płacić więcej pieniędzy.To po prostu nie jest tak dobre, jak myślałem.
Agent Telcom: OK.Zadzwonię do mojego przełożonego i sprawię, aby ktoś tam przyszedł i sam sprawdził sprzęt.
Klient: OK.To wspaniale.Doceniam, że tam wychodzisz.
Agent Telcom: W porządku, ja"
no,"Klient: Mój obecny plan wynosi 13,72 GB i chciałbym uzyskać 22,75 GB za tę samą miesięczną opłatę i chciałbym uaktualnić do nowego planu w tym samym czasie, jeśli jest to możliwe.
Agent Telcom: Czy chciałbyś teraz aktualizować do nowego planu?
Klient: Tak tylko za 22,75 GB, ale chciałbym również zamienić nowy telefon.
Agent Telcom: Rozumiem to.Jak długo zajęłoby ci zdobycie nowego telefonu?
Klient: Jestem bardzo zadowolony z nowej aktualizacji telefonu, które mogę nawet rozważyć jego zakup."
no,"Klient: Jestem zadowolony z rozmowy głosowej i wiadomości tekstowej, ale nie jestem zadowolony z danych.
Agent Telcom: Ile GB chciałbyś dołączyć do nowej umowy?
Klient: Nie jestem pewien.Po prostu nie jestem pewien.
Agent Telcom: Świetnie!Więc czy chcesz zadzwonić do nas, czy masz numer telefonu lokalnego agenta Telcom?
Klient: Chciałbym zadzwonić do Ronalda.Nazywam się Bruce i chciałbym porozmawiać z twoim lokalnym agentem Telcom.
Agent Telcom: Świetnie.Mogę to za ciebie spojrzeć.Jak"
no,
yes,"Klient: Cóż, byłem klientem z Telnetem w przeszłości i byłem bardzo rozczarowany usługą, ale dostałem bezpłatną aktualizację na konto Telnet i znów znów otrzymuję okropną usługę.Chcę anulować moje konto Telnet.
Agent Telcom: Och, to wstyd Helen, ale mogę zwrócić ci zwrot za poprzedni rachunek.Nie martw się, mogę usunąć wszystkie twoje subskrypcje i większość numerów telefonów z dowolnego z twoich kont.Naprawdę rozumiem, dlaczego jesteś rozczarowany, ale proszę zrozumieć, że mamy bardzo ścisłą politykę usług, więc nie zawsze możemy dać ci darmowe, ale możemy zrobić wszystko, co w naszej mocy"
yes,"Klient: Powiedziano mi, że mój modem został zwrócony i że nie był nienaruszony.Właśnie dostałem proces wysyłania miesięcznego pakietu konserwacji konserwacji do firmy, a także otrzymałem rachunek za 100 USD od firmy, mówiąc, że przepłaciłem za tę usługę.Twierdzą, że nie otrzymałem tej usługi od sześciu miesięcy.
Agent Telcom: Och, to straszna Laura.Jestem pewien, że tak naprawdę nie jest tak źle.Mogę to po prostu wysłać, abyś mógł przyjrzeć się firmie.Czy mogę cię zapytać, jaki jest problem?
Klient: Cóż, wydaje się, że po anulowaniu umowy wysłano mi"
yes,"Klient: Cóż, otrzymałem natychmiastowe wiadomości tekstowe z napisem „Przepraszam. Nie możesz anulować swojej usługi”.To nie jest reguła, to tylko sposób, w jaki działa.Jestem w firmie od trzech lat i nigdy nie otrzymałem tej wiadomości.
Agent Telcom: Wow, to naprawdę szokujące, nie wysyłają Ci żadnych wiadomości?
Klient: Nie, nie są.Są w porządku, po prostu nie wysyłają mi żadnych wiadomości.
Agent Telcom: OK, a następnie mówi: „Jeśli anulujesz usługę, zaoferujemy Ci pełny zwrot pieniędzy”.
Klient: żeby było jasne, jeśli anuluję swoją usługę, nie otrzymam żadnego"
no,"Klient: Szukam czegoś, co mogę przejść przez Telcom, aby przyspieszyć moje przeglądanie, co zawiera mój e -mail.
Agent Telcom: ... Często to rozumiem.Cóż, mogę ci w tym pomóc.Będę musiał porozmawiać z moim menedżerem.Mogę wysłać ci kilka opcji.
Klient: OK ... jeśli to OK, mam jedną zaliczkę.
Agent Telcom: jedna zaliczka?
Klient: Tak.
Agent Telcom: jedna zaliczka.Czy możesz przesłać mi swój obecny numer telefonu?
Klient: Tak, mam to.Mogę to wysłać do"
no,
no,"Klient: głos.
Agent Telcom: To dla Ciebie łatwe Maria.Ile chciałbyś zostać rozliczony za nowy plan?
Klient: dwieście dolarów.
Agent Telcom: Cieszę się, że Maria.Teraz, gdy masz nasz numer ponownego rozpatrzenia, chciałbym zadzwonić.
Departament obsługi klienta Telcom: Witam, to jest Telcom Consumer Care i mam poważny problem z Twoim połączeniem.Twój telefon został umieszczony z twojego numeru telefonu komórkowego do ...
Klient: Telcom.
Departament obsługi klienta Telcom: ... Numer ponownego rozpatrzenia Telcom.Aby anulować istniejące"
no,"Klient: Chciałbym zaktualizować mój plan Verizon do planu Verizon Unlimited 4G LTE.
Agent Telcom: Doskonały, jak długo chciałbyś poczekać na ulepszenie?
Klient: Chciałbym poczekać 3 tygodnie na aktualizację.
Agent Telcom: Przepraszam, nie mam dokładnego czasu na czekanie.Mogę dać ci przybliżone oszacowanie czasu, w którym zajmie.
Klient: Zwykle uaktualniam telefon co 2 lata, ale wolałbym poczekać i być pewien.W życiu dużo się dzieje i chcę tylko upewnić się, że widzą, że ja"
no,"Klient: Jeszcze nie wiem, ale chciałbym uzyskać więcej danych.
Agent Telcom: Doskonała sugestia Donald.Wróć, a skontaktuję się z tobą tak szybko, jak to możliwe.Dziękuję!
Klient: Dziękuję.Do widzenia.
Agent Telcom: Good Donald."
no,"Klient: Chciałbym zaktualizować linię danych do danych o dużej prędkości.To najszybsze dostępne dane i chciałbym przejść do danych o wyższej prędkości.Wszystkie pozostałe poziomy kosztują mnie za bardzo za tę samą usługę.
Agent Telcom: W porządku, zacznę od tego.Ile masz linii i jaka jest nazwa i numer telefonu głównej linii?
Klient: Mam 3 linie, 1 to główna linia, 1 to linia bezprzewodowa, a 1 to moja linia biznesowa.
Agent Telcom: OK.Teraz potrzebuję tylko twojego imienia i numeru telefonu.
Klient: Linda"
yes,"Klient: Więc byłem bardzo niezadowolony z tej usługi i chciałbym anulować umowę.Wczoraj wczoraj otrzymałem rachunek za telefon i zauważyłem, że moja linia została wysłana do centrum pomocy klienta.Zastanawiałem się, czy było coś nie tak z moim kontem, a mój telefon został wysłany?
Agent Telcom: Powiedziano Ci, że telefon został wysłany na telefon Telcom, który nie jest już wymieniony na stronie internetowej Telcom.Czy zdajesz sobie sprawę, że na rachunkach telefonicznych jest dużo zamieszania i czy sprawdzisz i upewniasz się, że otrzymałeś telefon?Klient: Nie, nie, sprawdziłem.
Agent Telcom: OK, więc jeśli chcesz"
no,"Klient: głos, tekst.
Agent Telcom: OK, muszę najpierw przejść przez twoje konto, aby upewnić się, że nasza usługa jest tak dobra, jak to możliwe.Ktoś jeszcze?
Numer klienta.
Agent Telcom: OK.Czy możesz podać mi numer zamówienia?
Klient: Nie, nie mogę.
Agent Telcom: Robert, rozumiem to i to jest twój telefon, czy chcesz zapłacić za tę aktualizację.Podaj mi swój numer telefonu, a skontaktuję się z Tobą bezpośrednio z wyceną zamówienia.
Klient: Zamierzam zdobyć ręce"
no,
no,"Klient: Mój numer telefonu to 4074142511.
Agent Telcom: Dziękuję.Jaka jest Twoja obecna opłata umowna?
Klient: 60,00 USD w przyrostach 2, 3 lub 6 miesięcy.
Agent Telcom: Dziękujemy za zainteresowanie Telcom.Przepraszam, ale mamy okres oczekiwania na 10 dni roboczych na przetworzenie aktualizacji.Po tym okresie wyślę Ci dokument potwierdzający.
Klient: Dziękuję, dam ci znać, jakie są wyniki po 10 dniach roboczych.
Agent Telcom: Dziękuję za czekanie.
Klient: W porządku, dziękuję za poświęcony czas."
yes,"Klient: Cóż, dostałem ten numer, co nie jest liczbą, to SMS.I za każdym razem, gdy próbowałem wysłać SMS -ów, wróciła jako połączenie, chociaż próbowałem korzystać z telefonu komórkowego.Wiesz, że zadzwoniłbym i wysłałbym SMS -ów, a potem wróciłby jako telefon.
Agent Telcom: Tak, tak.Czy możesz mi podać kilka przykładów twojego użycia?
Klient: Cóż, zaczął się jako tekst, a kiedy próbowałem go wysłać, wróci również jako połączenie, więc oczywiście nie działało.
Agent Telcom: OK, możesz dostarczyć"
no,"Klient: Jestem w trakcie aktualizacji komponentu danych.
Agent Telcom: Cieszę się, że John.A jak to wygląda teraz?
Klient: Wygląda na to, że będziemy mieć 1 GB danych miesięcznie.
Agent Telcom: Świetnie, czy mogę przenieść pozostałe 29 USD na bieżący miesiąc, aby upewnić się, że mamy dość na nowy miesiąc?
Klient: Jasne, przeniosę bieżący miesiąc w całości.A pozostałe 29 USD bieżącego miesiąca zostanie zaksięgowane na tym samym koncie.
Agent Telcom: Świetnie.A co się czujesz obecnie"
no,
no,"Klient: Szukam aktualizacji głosu.
Agent Telcom: Mam kilka różnych pakietów, które możesz rozważyć.Najwyższy poziom wynosi 70 USD miesięcznie.70 USD miesięcznie kosztuje 1200 USD rocznie.Płacisz 1200 USD rocznie za najlepszy pakiet, 2 GB, nieograniczoną liczbę rozmów i tekstu oraz 5 GB danych.Drugi poziom to 50 USD miesięcznie.50 USD miesięcznie kosztuje 200 USD rocznie.Płacisz 200 USD rocznie za drugi poziom.Trzeci poziom wynosi 30 USD miesięcznie.Za 30 USD miesięcznie przez 2 lata otrzymasz 500 MB danych za pierwsze"
no,"Klient: SMS -y teraz, proszę.Chciałbym kredyt o wartości 10,00 USD.
Agent Telcom: To świetnie.Gratulujemy wyboru Telcom.Czy mogę powiedzieć, jakie aktualizacje są dostępne i kiedy się spodziewać?
Klient: Chciałbym, aby nowy modem został dostarczony jak najszybciej.Jaki byłby nowy modem?
Agent Telcom: Cóż, oferujemy Telstra MVNO innej firmy w niższym tempie niż Telcom, ale jak wiesz, jeśli przełączysz swoją usługę z Telstra, możesz uzyskać szybszą aktualizację prędkości.
Klient: czy to strona trzecia"
yes,"Klient: Mam więc problemy z połączeniem internetowym.Nie jest tak szybki, jak powinien być i nie mogę uzyskać dostępu do żadnego z moich forów ani żadnej z mojej witryny.
Agent Telcom: O tak, oni zacznie się, gdy tylko zaczniesz szanować routing swojego połączenia, więc dostanę cię do nich, gdy będę miał twoje dane.
Agent Telcom: OK, czy masz skonfigurowany plan internetowy?
Klient: Nie, nie.
Agent Telcom: Och, jestem pewien, że to będzie za kilka minut.Czy możesz mi powiedzieć, jak długo korzystasz z usługi?"
no,"Klient: Um, cóż, nie chcę jeszcze zaktualizować mojego głosu, ale chciałbym zaktualizować mój plan danych.
Agent Telcom: W porządku, istnieje miesięczny plan, na którym obecnie jesteś z nami.Możemy dokonać tej zmiany.Czy mogę ci powiedzieć, co to jest?
Agent Telcom: Cóż, nazywa się to 5 GB z 10 USD/GB i musisz zadzwonić do biura obsługi klienta Telcom i powiedzieć im, co chcesz zrobić tutaj dzisiaj.
Agent Telcom: w porządku i mogę przypomnieć, że plan 5 GB jest bardzo podstawowym planem, który jest dostępny tylko"
no,"Klient: Och, dane.Potrzebuję 35 USD miesięcznie na dane.Czy to oferujesz?
Agent Telcom: Przepraszam Andrea, ale nie oferujemy tej opcji naszym klientom.Oferujemy dwa plany.Jednym z nich jest standardowy plan, który jest wiele dla większości ludzi, a drugi jest naszym planem wartości, który jest bardziej dla prędkości i danych.Oferujemy plan wartości jako opcję, ale jest on dostępny tylko dla klientów, którzy byli z nami od określonego czasu.
Klient: Cóż, standardowy plan, w którym byłem od 7 lat i był świetny.Ale chcę po prostu ulepszyć"
no,
no,"Klient: Myślę o przejściu na głos na IP.
Agent Telcom: świetny pomysł.Czy masz jakieś pytania?
Klient: Tak, więc czy są jakieś przewoźnicy, którzy mają dziś usługi Voice Over IP?
Agent Telcom: Tak, Telstra obsługuje szeroką gamę usług Voice Over IP dostarczanych przez istniejącą sieć miedzi.
Klient: Świetnie.Jaki byłby całkowity koszt aktualizacji?
Agent Telcom: Daniel, będę mógł dziś przekazać ci informacje o cenach.To 31,35 USD miesięcznie za 1 GB/miesiąc.W przypadku umowy rocznej Telcom obejmie"
no,"Klient: Chciałbym zaktualizować usługę głosową.
Agent Telcom: Wiesz, możesz to zrobić, przechodząc na naszą stronę internetową www.telcom.ca i klikając opcję aktualizacji po lewej stronie u góry.Możesz także sprawdzić opcje na www.yourinternchoice.ca.Dziękuję Shelly.
Klient: Dziękuję bardzo za stojąc u mojego boku Shelly.
Shelly: Dziękujemy za zadzwonienie do Telcom i za usługę i cierpliwość.Jeśli potrzebujesz pomocy, nie wahaj się z nami skontaktować pod numerem 1-888-946-"
no,
no,"Klient: Chciałbym zaktualizować dane i chciałbym to zrobić teraz, ponieważ mam rachunek w następnym tygodniu, który ma wzrost cen.
Agent Telcom: OK, zacząłbym od danych, ponieważ jest to 2,25 USD Pergb do 250 GB.
Klient: W porządku.I chciałbym teraz zaktualizować twoje dane?
Agent Telcom: Jasne Luis, przekażę szczegóły naszemu działowi IT i od razu odbędziemy telefon.
Klient: Świetnie!Dziękuję Mark!
Mark: Na stronie znajduje się link do czatu wideo na żywo"
no,"Klient: Jestem wirtualnym operatorem call center, więc w zasadzie nie powinienem rozmawiać z nikim po drugiej stronie telefonu, ale jestem gotów ulepszyć umowę do poziomu najwyższego poziomu, więc mogę porozmawiaćDo wszystkich po drugiej stronie telefonu.
Agent Telcom: Świetnie, więc jaki poziom chciałbyś otrzymać?
Klient: Na razie pójdę z poziomem najwyższego poziomu, ale uaktualnię umowę, gdy zmieni się mój budżet
Klient: OK, więc jestem gotów uaktualnić do poziomu 1 najwyższego poziomu, możesz rozpocząć aktualizację teraz.Kiedy zrobić"
no,"Klient: Cóż, szukam czegoś, do czego można zaktualizować dla mojego telefonu komórkowego.Miałem jeden od kilku lat i po prostu chcę go ulepszyć do czegoś z lepszą obsługą.
Agent Telcom: Cóż, mówiąc o czymś do aktualizacji, chciałbym ci teraz pomóc, ale muszę iść naprzód i powiedzieć, że nie oferujemy żadnych aktualizacji części głosowej, ale mam kilka opcji.Mogę uaktualnić Cię do nowego telefonu, aby Twój telefon komórkowy był szybszy, ale kosztował około 100 USD i będziesz musiał zabrać ze sobą stary telefon.
Klient:"
no,"Klient: Uh, nie wiem, czy ogólnie pytałem, zmienię to wszystko.
Agent Telcom: Świetnie, więc chciałbym zebrać następujące informacje, a następnie zaktualizować twoją usługę.
Agent Telcom: Nazwa, numer telefonu, adres, e -mail, adres obecnego usługodawcy, dochód i wszelkie dodatkowe szczegóły, które chcesz dla nowej usługi;Ale nie wahaj się zadawać żadnych pytań lub przekazać mi informacje, które mogą być pomocne.I daj mi znać, jeśli potrzebujesz czegoś inaczej, a my będziemy pracować nad aktualizacją Twojej usługi określonej powyżej.
Klient: Brzmi bardzo łatwo w pracy"
no,"Klient: Chciałbym zaktualizować pakiety głosowe, tekstowe i dane.
Agent Telcom: Jakie ulepszenia chciałbyś?
Klient: Chciałbym zaktualizować pakiet do nieograniczonych danych.
Agent Telcom: Och, dobrze.A jaka jest całkowita zaliczka?
Klient: 1 675,00 $
Agent Telcom: Dziękuję William, zakończyłeś teraz transakcję z Telcom i otrzymasz nowy numer telefonu komórkowego.Więc kiedy wyślę Ci rachunek, podaj swój nowy numer.
Teraz jestem pewien, że zastanawiasz się, jaki rodzaj pakietu danych"
no,"Klient: Dostawałem 100% Internetu i dostałem 4G, gdzie mój stary plan to 3G i nie wiem, jak zaktualizować moją usługę.
Agent Telcom: Cieszę się, że Joseph.Czy rozmawiałbyś z obsługą klienta na następnym piętrze?
Klient: OK, więc mogę uzyskać prędkość, którą dostaję teraz jako 3G?
Agent Telcom: Jasne, jasne, jasne.Ale to nowy klient, wiesz, chciałbym upewnić się, że rozumiesz różnicę między 3G a 4G.
Klient: Wiem, że to 3G, jestem"
no,"Klient: Cóż, wszystkie opcje są.Czy istnieje opłata za aktualizację?
Agent Telcom: Nie w tej chwili.Wszystko, co musisz zrobić, to powiedzieć mi, co chcesz ulepszyć.
Klient: Cóż, aktualizuję teraz pakiet DirectV.Czy jest jakieś dodatkowe koszty?
Agent Telcom: Nie. Koszt aktualizacji wyniesie 75 dolarów.
Klient: I to będzie wszystko.Dziękuję Ci.
Agent Telcom: Dzięki Marvinowi za twoją firmę i nie mogę się doczekać ponownej współpracy.Dziękuję Ci.
Druga sytuacja była prostym klientem wyboru.On jest nowym"
yes,"Klient: Oto problem.Moja karta kredytowa jest znacznie spóźniona.Zamówiłem nowy telefon 14 lipca i nie został dostarczony przynajmniej do sierpnia.Teraz muszę spłacić wszystkie te pieniądze, które jestem winien.
Agent Telcom: Tak, rozumiem, co myślisz o swoim telefonie.Ale to tylko pod koniec miesiąca i będziesz musiał zapłacić.
Klient: Muszę od razu anulować umowę.Spłacę moją kartę kredytową.
Agent Telcom: OK, w porządku, ale możesz mi powiedzieć, kiedy zakończysz umowę.
Klient: Cóż, to zawsze trochę"
no,"Klient: głos.Chcę otrzymać nowy telefon, a obecny telefon ma bardzo wysoką jakość połączeń.
Agent Telcom: Czy mogę poprosić Cię o twoje imię i adres?
Klient: Tak, tak.
Agent Telcom: A jaki jest Twój numer telefonu?
Klient: 478-1434-675.
Agent Telcom: OK, zacznijmy od aktualizacji usług głosowych.Ile to kosztowałoby nowy telefon?
Klient: OK, zamierzam zaktualizować telefon do Samsung Galaxy S4 i kosztowałoby mnie to 70,00 $.
Agent Telcom"
no,"Klient: głos, tekst, dane.
Agent Telcom: Jeśli zmienisz zdanie, możemy to zmienić.
Klient: Jasne, chcę głos.
Agent Telcom: W porządku, dam jej znać, kiedy będzie skończyć sprawdzenie innych opcji.Postaram się jej nie spieszyć i upewnić się, że jest szczęśliwa.Jakieś ostateczne przemyślenia?
Klient: Myślę, że w tym momencie pójdę z danymi.
Agent Telcom: Dziękuję, nie ma dalszych pytań.
Kilka pytań później oddzwonię od Wendy, a ona prosi o moją nową cenę.
Agent Telcom:"
no,"Klient: Patrzyłem w głos i tekst.Chcę również przekazać moją bieżącą roczną umowę do nowego i zastanawiałem się, czy byliby gotowi to rozważyć.
Agent Telcom: A co chciałbyś zrobić, aby zakończyć obecną umowę?
Klient: Dziękuję, to bardzo z twojej strony.W trakcie mojego pobytu w Telcom byłem bardzo zadowolony z otrzymanej usługi, cen i wsparcia, które miałem.Niedawno zacząłem od pierwszej linii, linii danych i chcę przejść do innej linii głosowej.Ja też"
no,"Klient: Chciałbym zaktualizować moją usługę głosową
Agent Telcom: OK Ivan, zobaczę, czy mogę to dla ciebie zmienić, ale jest kilka innych rzeczy, które muszę zobaczyć, zanim możesz.Jak nazywa się nowa firma i jej dane kontaktowe?
Klient: Nie mam takiego
Agent Telcom: Jeśli to zrobisz, mogę to dla ciebie zmienić, ale nie sądzę, że istnieje firma o tej nazwie.Czy możesz znaleźć dla nas jeden dla nas?
Klient: Chcę tylko wiedzieć, jakie będzie moje ulepszenie
Agent Telcom: Będę musiał zobaczyć o tym Ivanie."
no,"Klient: Chciałbym zaktualizować moje dane.
Agent Telcom: To będzie 19,99 USD miesięcznie.
Klient: (ręka przez telefon) Tak dobrze.(Zirytowany) Mogę to zadzwonić.(Ręcznie telefon) Hej, co mogę prosić o dane?
Agent Telcom: Pewnie, dlaczego nie.(Ręce telefonu) ok James, to cena.(Zwraca się do klienta) Więc jak chciałbyś wyglądać Twoje dane? ”
Klient: Chciałbym zobaczyć pakiet 1 GB.
Agent Telcom: hmm, nie jestem pewien, czy to jest"
no,"Klient: Cóż, chciałem uaktualnić do określonego pakietu, ale nie jestem pewien, jak to zrobić, czy możesz mi pomóc i dać mi znać, do jakiego pakietu chciałbym zaktualizować?
Agent Telcom: James, Wspaniale!Oto dwie opcje.
(Proszę podać konkretne szczegóły)
Klient: Jestem w rejonie wschodniego wybrzeża.Czy uważasz, że mój plan może trafić do pakietu Maxx?
Agent Telcom: Świetnie!Otrzymam nowy formularz informacyjny konta i wyślę nowy numer konta i będę mógł odpowiedzieć na inne pytania dotyczące tego nowego konta.
Klient: Dziękuję w imieniu"
no,"Klient: Chciałbym uaktualnić do danych o wartości 60 USD za miesiąc plus dane.
Agent Telcom: Bardzo dobrze.Dziękuję za poświęcony czas i biznes.To było dla mnie niezwykle pomocne, pracując z tobą dzisiaj i czekamy na obsługę Cię w najbliższej przyszłości."
no,"Klient: Nie jestem pewien, jak to się nazywa, jaka byłaby pierwsza rzecz, którą bym uaktualniał.
Agent Telcom: Postaram się go zdobyć, a jeśli masz jakieś pytania, możesz do mnie zadzwonić w dowolnym momencie.
Klient: OK, dzięki, Jeffrey.Do widzenia.Gotowy do wyjścia?
Klient: To dobrze.Więc dajesz mi moje ulepszenie, prawda?
Agent Telcom: tak.
Klient: Okej, więc zamierzamy porozmawiać o mojej paczce, co to jest i jaka jest cena, a potem powiesz mi, jak mi powie"
no,"Klient: Wszystkie trzy.Jestem bardzo podekscytowany, że mogę przenosić się do Telcom i cieszyć się oszczędnościami.Jak mówisz, jestem z nimi od dwóch lat i tylko dlatego, że moja umowa była pod koniec roku i trudno było znaleźć alternatywnych dostawców.Chcę zostać z tobą na dłuższą metę, ponieważ jestem pewien, że oszczędności będą trwać długo.
Agent Telcom: Zapraszamy do nas tak długo, jak chcesz.Jakikolwiek powód wzrostu ceny?
Klient: Cóż, zamierzam uaktualnić pakiet Platinum.To jest dobre"
no,
no,"Klient: Uh, naprawdę szukam tekstu i danych.
Agent Telcom: To wszystko jest bardzo dobre, ale jaki komponent najbardziej byś leżał?
Klient: Nie wiem.Po prostu szukam najwięcej danych i głosu.
Agent Telcom: To wszystko jest bardzo dobre.Dziękuję bardzo za obejrzenie tego i poświęcenie czasu, aby do nas zadzwonić i porozmawiać z nami.Więc co chciałbyś zrobić, aby ulepszyć swoją usługę, aby uwzględnić twoje pragnienia?
Klient: Nie wiem naprawdę.Naprawdę nie wiem, czego chcę cenę usługi.
Agent Telcom:"
no,"Klient: głos.
Agent Telcom: OK, przepraszam, że dzwoniłeś o problemach głosu.Rozumiem, że nadal masz umowy z Telcom.Czy chcesz spróbować przejść do pakietu tylko głosowego lub pakietu danych i tekstu?
Klient: Chciałbym pakiet głosowy i nadal będę mieć dane i tekst plus.
Agent Telcom: OK.Więc możemy wysłać Ci numer, aby zadzwonić do Telcom i omówić.Możesz zadzwonić i porozmawiać z przedstawicielem obsługi klienta.Przepraszam, że trudno mi zrozumieć umowę, więc wiem, że musimy zacząć"
no,"Klient: Chciałbym zaktualizować mój głos i plan tekstowy.
Agent Telcom: Przepraszam, ale nie możesz zaktualizować swojego głosu lub planu tekstowego.Masz jedną umowę.To roczna umowa VZW.
Klient: Przepraszam, ale muszę zmienić swój numer telefonu.
Agent Telcom: Przepraszam, ale nie możesz zmienić swojego numeru telefonu.Będzie to kosztować 300,00 $.
Klient: Jaki jest sens zmiany?
Agent Telcom: Cóż, co powiesz na zapłacenie opłaty za wypowiedzenie 300,00 $, którą weźmiemy z Twojego konta"
