churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
yes,"Klient: Tak więc w pierwszym dniu mojego kontraktu zadzwoniłem i powiedziano mi, aby modemu zresetować online.Ale zadzwoniłem ponownie i powiedziano mi nie, musiałem oddzwonić i ponownie zamówić.Oddzwoniłem i powiedziałem im, że chcę anulować i powiedzieć im, że moja umowa została rozwiązana.
Agent Telcom: Dobra, cóż, skończyłeś proces recenzji z Telcom.Podziękowam cię do naszego działu obsługi klienta.
Klient: OK, przekażę cię do działu obsługi klienta i powiem im, aby zadzwonił po spotkanie.
Agent obsługi klienta: OK, to będzie wszystko.
Agent Telcom:",GA,89,area_code_415,no,no,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1
no,"Klient: Um, chciałbym zaktualizować moją umowę i muszę zaktualizować informacje o koncie.Czy możesz sprawdzić moje konto i daj mi znać, czy jest coś, co muszę zrobić.
Agent Telcom: OK, Dawn, czy możesz dać mi chwilę, zamierzam zalogować się na twoje konto.
Klient: OK, nie mogę się doczekać aktualizacji informacji o koncie.Pozwól, że wyślę ci szybką wiadomość.Chciałem tylko poinformować, że kiedyś patrzyłem na twoją stronę i naprawdę mi się podoba.Chciałbym powiedzieć, że podoba mi się sposób, w jaki wszystko wyjaśniasz",AK,112,area_code_415,no,yes,31,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81,0
no,"Klient: Chciałbym uaktualnić z głosu do danych.
Agent Telcom: Dziękuję Jess za informacje.Za chwilę będę z tobą.
Klient: W porządku, dobrze.Dziękuję Ci.
Agent Telcom: Dzięki za poświęcony czas.Za chwilę będę z tobą.
Klient: Dzięki.
Klient: Więc po przeprowadzeniu badań w Internecie chciałbym zaktualizować głos do danych, a mój telefon komórkowy zostanie zaktualizowany do osobnego telefonu komórkowego.
Agent Telcom: OK.Czy więc są jakieś inne warunki, które chciałbyś ze mną omówić?",AL,96,area_code_415,no,yes,18,262.9,57,44.69,190.2,107,16.17,293.5,103,13.21,11.8,4,3.19,3
no,"Klient: Wiem, że dostępna stawka wynosi 31 USD miesięcznie za nieograniczony głos, tekst i dane.Czytałem o planie 4 koncertów, ale obecnie oferują plan 3 koncertowy za 19 USD.Jestem rozdarty między nimi.Po zakończeniu stawek i aplikacji Telcom możesz wybrać, na czym chcesz mieć usługę.
Cel: Zmień wybrany plan.
Klient: Czy to w ogóle możliwe z mojego obecnego Telcom?
Cel: 1) Czy plan danych jest tego wart?
Klient: Tak, tak myślę.Właśnie otrzymałem rachunek za",UT,73,area_code_415,no,no,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1
no,"Klient: Chcę zaktualizować moją istniejącą usługę do najnowszej wersji sieci firmy.Moja obecna usługa to modem głosowy i danych Telcom F850 i szukam opcji, aby uaktualnić lepszy modem.
Agent Telcom: Jasne Alfred, ile opcji jest dziś dostępnych w Telcom?
Klient: Mam kilka opcji, o których obecnie myślę.Szukam jednej z trzech opcji dostępnych w Telcom.
Agent Telcom: Cóż, jeśli już korzystasz z Telcom i chcesz zaktualizować jedną z podstawowych usług, mamy kilka różnych planów",VA,113,area_code_408,no,yes,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2
no,,MN,40,area_code_510,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3
no,"Klient: Chciałbym uzyskać aktualizację telefonu, ale nie jestem pewien, jakie będzie aktualizacja.
Agent Telcom: Och, rozumiem.Jeśli nie masz na myśli konkretnego komponentu telefonu, najlepiej byłoby zadzwonić bezpośrednio do mnie.Czy byłoby to dla Ciebie dzisiaj opcja?
Klient: Jasne, to byłby świetny pomysł.Możesz to odebrać jutro?
Agent Telcom: Dziękuję Edward.Przepraszam, że czas oczekiwania na tak długo.Ale jestem pewien, że będziesz miał świetne doświadczenie z Telcom.Dziękujemy za wybranie Telcom.Nasza firma jest przekonana",NJ,45,area_code_510,no,no,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1
no,"Klient: Może dane.
Agent Telcom: Czy powiedziałeś dane?
Klient: Tak, dane.
Agent Telcom: Dobrze ... i czy chcesz kupić aktualizację od Telcom?
Klient: Jasne, dlaczego nie.
Agent Telcom: Co przez to rozumiesz?
Klient: Zakupię mojego aktualizacji od Telcom.
Agent Telcom: Dobrze.A jaki jest okres aktualizacji aktualizacji, który chcesz kupić?
Klient: Przeczytałem o tym, ale nadal jestem w trakcie wybierania kombinacji komponentów.
Agent Telcom: Och ... okej",VA,136,area_code_415,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1
no,"Klient: Chciałbym uaktualnić dane i głos.
Agent Telcom: Dobra i czy możesz mi powiedzieć, ile kosztowałoby aktualizację?
Klient: Nie wiem, ile to kosztowałoby.Zależy to od tego, ile masz danych.
Agent Telcom: OK, po prostu uruchomimy wtedy kilka liczb.Ile danych wymagałoby uzyskania do 250 GB?
Klient: 250 GB
Agent Telcom: OK, cóż, bo tak naprawdę będziemy musieli uzyskać wycenę od twojego dostawcę usług internetowych.Więc możesz po prostu rzucić okiem",MT,137,area_code_510,no,no,0,223.6,86,38.01,244.8,139,20.81,94.2,81,4.24,9.5,7,2.57,0
no,,IA,36,area_code_510,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0
no,"Klient: Jestem ekstremalnym fanem usługi, którą otrzymałem od Telcom i zastanawiam się, czy możesz mnie zaktualizować do planu danych 2G+, który kosztowałby 1200 pesos miesięcznie.
Agent Telcom: To byłaby świetna Lena, ile to byłoby teraz?
Klient: Mam plan 5 MB, którego używam i mogę go używać przez około 5 do 15 minut.
Agent Telcom: Przykro mi Lena, to nie jest możliwe z planem danych Telcom 2G+.Co powiesz na to, że moglibyśmy uaktualnić do planu 4 GB, który kosztowałby 400 pesos miesięcznie",IA,82,area_code_408,no,no,0,183.6,111,31.21,303.5,88,25.8,189.8,115,8.54,10.3,6,2.78,0
no,"Klient: Chciałbym zaktualizować mój telefon do bardziej nowoczesnego modelu, takiego jak iPhone 6 lub iPhone 6+.
Agent Telcom: Świetnie.Dziękuję, Celia.To będzie 20 USD miesięcznie przez dwa lata.
Klient: Nie, dziękuję, zapłaciłem już 110 USD za plan telefoniczny, więc przepraszam, ale nie odnawiam tej umowy.Jakieś alternatywne plany, które możesz mieć?
Agent Telcom: Niestety nie oferujemy w tej chwili żadnych innych opcji.Rozumiem, że masz dużo danych na swoim koncie, ale mamy wielu klientów, którzy chcą się tego pozbyć i użyć",OR,80,area_code_510,no,no,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2
no,,CO,135,area_code_408,no,yes,38,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21,4
no,"Klient: Chciałbym uaktualnić od dzwonienia do SMS -y, ale nie mam telefonu komórkowego.
Agent Telcom: Rozumiem, ale będę musiał przejrzeć twoje konto, aby sprawdzić, czy byłoby tańsze uaktualnienie do telefonu komórkowego.Czy to ma sens?
Klient: Tak, tak.Po prostu próbuję zaktualizować umowę.
Agent Telcom: Tak, nasz dział obsługuje wszystkie połączenia naszego klienta.Jeśli więc chcesz przejrzeć nasze ceny, aby podjąć decyzję w tej sprawie, zadzwoń do naszego biura pod numer (916) 663-6900.
Klient",LA,81,area_code_415,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3
no,,AL,116,area_code_408,no,no,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2
no,"Klient: Chciałbym uaktualnić do telefonu Verizon.Mój obecny telefon znajduje się w Verizon Range, więc jestem zadowolony z usługi, którą otrzymałem w Telcom.
Agent Telcom: W telefonie Verizon, czy plan, który patrzysz tylko na dane?
Klient: Tak, to jest plan, na który patrzę.
Agent Telcom: Świetnie, więc rzucę okiem na twoją historię rozliczeniową.
Klient: Jasne, nie ma problemu.Jak długo ten sam plan był w twoim systemie?
Agent Telcom: Jesteś klientem od maja tego roku.
Klient: Rozumiem, więc ja",OH,20,area_code_415,no,yes,27,231.6,105,39.37,223.3,120,18.98,212.0,99,9.54,8.9,4,2.4,1
no,"Klient: Jestem miłośnikiem muzyki, więc chciałbym zaktualizować mój plan tekstowy.Obecnie płacę 25 USD/miesiąc za plan tekstowy i chciałbym przejść do 40 USD miesięcznie.
Agent Telcom: Fantastyczny!Jedynym problemem jest to, że w planie telefonicznym jest tylko jedna restauracja.Czy jest sekunda?
Klient: Myślę, że to prawda.I nie jestem pewien, czy 40 USD dotyczy tekstu lub danych.
Agent Telcom: Świetnie, oddzwonię za kilka minut, aby zweryfikować Twój obecny plan.
Agent Telcom: Dziękuję Ruth.Więc jak długo to",MI,143,area_code_415,no,no,0,191.6,53,32.57,104.6,104,8.89,195.8,125,8.81,10.7,9,2.89,3
no,,IA,168,area_code_408,no,no,0,128.8,96,21.9,104.9,71,8.92,141.1,128,6.35,11.2,2,3.02,1
no,"Klient: głos.
Agent Telcom: Tak.Czy chciałbym, żebym przyjrzyj się obecnym planom i cenom stawek, czy też chciałbym, żebym omówił z tobą opcje?
Klient: Um, cóż, chciałbym zaktualizować, gdy mój obecny wygasa w lipcu.
Agent Telcom: Rozumiem.O której chcielibyście, żebym otrzymał ogłoszenie, kiedy wygaśnięcie obecnej umowy?
Klient: Cóż, myślę, że muszę iść do supermarketu i najpierw coś zjeść.
Agent Telcom: OK, cóż, chciałbym z tobą porozmawiać o najnowszej umowie Telcom..",WA,75,area_code_510,no,yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1
no,"Klient: Obecnie nie mam zobowiązań w Telcom i szukam tylko więcej opcji rozszerzenia mojej usługi i uzyskania lepszej oferty.
Agent Telcom: Czy w przyszłości przeprowadzisz się do nowych lokalizacji?
Klient: Tak, jeśli coś się zmieni, będę się przeprowadzić.
Agent Telcom: Świetnie!A jakiej zniżki szukasz?
Klient: Nie wiem, czy ustaliłem jeszcze swoje ceny, więc po prostu proszę o cenę, której użyję, kiedy podpiszę.
Agent Telcom: Wspaniale, aby w końcu mieć cię przez telefon",VT,157,area_code_510,no,no,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3
no,"Klient: Jestem zadowolony z części głosowej usługi, ale chciałbym również kupić wiadomości tekstowe.Dziękuję Ci.
Agent Telcom: Dziękuję IDELLA.Myślę, że możemy to zrobić.Patrzę teraz na naszą stronę internetową.Mamy dziś ceny i aktualizacje dla wszystkich wyborów klientów.Czy chciałbyś, abyśmy pomogli Ci w obecnym planie?
Klient: Tak, chciałbym.
Agent Telcom: Dziękuję.Idella, którą możesz oddzwonić w dowolnym momencie, aby omówić swoje opcje.Daj mi znać, jeśli masz jakieś inne pytania.Dziękuję Ci.",MD,116,area_code_510,yes,yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1
no,"Klient: Chciałbym zaktualizować telefon ze standardowego 5840 do 5870.
Agent Telcom: Dziękuję za twoją prośbę.Czy chciałbyś porozmawiać z przedstawicielem handlowym?
Klient: Jasne.Czy możesz potwierdzić, że jesteś w pełni zarezerwowany w mojej obecnej umowie?
Agent Telcom: jesteśmy obecnie rezerwowani ze wszystkimi klientami na naszej istniejącej umowie.
Klient: Och, to dobrze, dzięki.
Agent Telcom: Dziękujemy za poświęcenie czasu na rozmowę z nami.Możemy dostarczyć bezpłatną wycenę i będziemy potrzebować Twojego nazwiska, adresu, numeru telefonu i numeru zamówienia.",SD,65,area_code_408,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1
no,"Klient: Cóż, chciałbym zaktualizować VoIP nad IP.
Agent Telcom: Wygląda na to, że jesteś w spójnym obszarze.Skonfiguruj router na nowy adres IP, a będziesz gotowy.
Agent Telcom: Cześć, znowu jestem Aaron i wkrótce wrócę do ciebie z cytatem usługi, którą otrzymasz na nowym użytkowniku końcowym.Przepraszam, to była tu młoda dama.
Klient: Nie jest już młoda.
Agent Telcom: Cóż, zawsze szukamy więcej osób, które pomogą naszemu personelowi obsługi klienta.Ten",IN,108,area_code_415,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0
no,"Klient: Chcę zaktualizować swój plan głosu i tekstu, aby wyrazić głos w Internecie (VOIP) i chciałbym uzyskać pakiet danych.
Agent Telcom: Dziękuję Daniel.To wszystko, co mogę Ci dzisiaj zapewnić.
Agent Telcom: Masz minutę na wykonanie następnego połączenia.
Agent Telcom: Cześć, jesteś TELCOM i nazywam się Howard.Czy mogę zacząć od otrzymania twojego imienia i numeru telefonu?
Klient: Cześć i dziękuję za zadzwonienie do Telcom.Chcę zaktualizować moje nowe konto i chciałbym zaktualizować moją obecną umowę.
Teren",ME,176,area_code_415,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3
no,"Klient: Szukam aktualizacji do niższych kosztów, aby mój telefon w lepszej cenie.
Agent Telcom: Widzę, że zdecydowałeś się uaktualnić plan głosowy.Pozwól mi sprawdzić tanie plan, aby dopasować się do twoich potrzeb.
Agent Telcom: Ollie, co widziałeś, gdy szukałeś dla niego taniego planu?
Agent Telcom: Chce uaktualnić do planu głosu z 30 -dniową gwarancją zwrotu pieniędzy.Nie problem, pozwól mi sprawdzić.
Agent Telcom: Ollie, mam 30 -dniową gwarancję zwrotu pieniędzy",RI,75,area_code_415,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1
no,,NC,52,area_code_408,yes,no,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1
no,"Klient: Och, chcę zaktualizować mój głos, tekst i dane.
Agent Telcom: A ile za to?
Klient: około 51,63 USD miesięcznie.Czy w porządku?
Agent Telcom: W porządku.Podwoimy to.Czy możesz mi powiedzieć, do czego służy twoja obecna umowa i czy obecnie jesteś klientem Telcom?
Klient: Tak, jestem.
Agent Telcom: A dlaczego chcesz zaktualizować pakiet Telcom?
Klient: Ponieważ ma lepsze stawki, sprzęt i lepszą obsługę.
Agent Telcom: A co chciałbyś",SC,1,area_code_408,no,no,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0
no,"Klient: Chciałbym ulepszyć głos.
Agent Telcom: A jaki jest twój obecny plan?
Klient: Mój obecny plan to 3 lata.
Agent Telcom: Bardzo dobrze, dobrze zrobione.Ile chciałbyś pobierać za swój nowy plan?
Klient: Chciałbym zaktualizować mój plan, aby włączyć głos.
Agent Telcom: Fantastyczny.Więc żeby to wyjaśnić, do jakiego planu chciałbyś zaktualizować?
Klient: Mój obecny plan to 3 lata, głos, dane.
Agent Telcom: Fantastyczny.Więc kiedy chciałbyś się do tego ulepszyć?
Klient: Chciałbym",AL,171,area_code_510,no,no,0,221.5,103,37.66,109.5,58,9.31,134.6,115,6.06,11.6,4,3.13,1
no,"Klient: To wszystko zależy od Ciebie.
Agent Telcom: Dziękuję za ten komentarz.Przepraszam, że to robię, ale muszę dokonać pełnej aktualizacji na Twoim koncie.Potrzebuję spotkania ze mną w lokalnym biurze.Jesteś tam?
Klient: Tak, jestem tam.
Agent Telcom: Czy chcesz zaktualizować swoje usługi?
Klient: Tak!
Agent Telcom: Świetnie!Czy możesz mi powiedzieć, co chciałbyś zrobić?
Klient: Chcę zaktualizować swoje pakiety, aby zawierać plan „subskrypcji”.
Agent Telcom: Co to jest subskrypcja?",VT,105,area_code_510,no,no,0,167.7,93,28.51,234.1,103,19.9,169.7,121,7.64,6.9,5,1.86,3
no,,TX,90,area_code_415,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2
no,"Dane klienta.
Agent Telcom: Tak, to świetnie.Mam dziś dla Ciebie pakiet.Pozwól, że otrzymam kilka szczegółów na ten temat.
Klient: To pakiet A.54 Mbps.
Agent Telcom: .54 Mbps?
Klient: tak.
Agent Telcom: To najlepszy standard prędkości, którego Telcom używa do ustalenia najlepszych stawek dla swoich klientów.Co jeśli powiem ci, że faktycznie otrzymasz wyższą stawkę za to, że obecnie płacisz?
Klient: Co masz na myśli zniżka?
Agent Telcom: Mam na myśli to samo, co powiedziałem wcześniej, niżej",WA,120,area_code_408,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1
yes,"Klient: Cóż, osobiście mam bardzo duży problem.Od jakiegoś czasu jestem klientem Telcom.Naprawdę podoba mi się usługa, ale wyraźnie zbliża się.
Agent Telcom: Och, przepraszam, że to słyszę, więc co się stało?
Klient: Cóż, to tylko usługa zmienia się na nowego dostawcę, a nowy dostawca jest okropny.Coraz więcej ładują za tę samą usługę.
Agent Telcom: OK, więc rozumiem, że klient nadal ma stary numer telefonu i nowy numer telefonu.Czy to prawda?
Klient: Tak.
Agent Telcom: OK.Dlaczego więc mieliby zmienić",OR,149,area_code_415,no,no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3
no,"Klient: Tak naprawdę nie wiem, czego szukam podczas tej aktualizacji, ale usługa nie była przerw.Uwielbiam twoją usługę.
Agent Telcom: Świetnie!Więc jaki konkretny, konkretny sprzęt chciałbyś zaktualizować?
Klient: Tak naprawdę nie wiem, czego szukam podczas tej aktualizacji, ale usługa nie była stopnia.Uwielbiam twoją usługę.
Agent Telcom: Świetnie!Więc jaki konkretny, konkretny sprzęt chciałbyś zaktualizować?
Klient: Tak naprawdę nie wiem, czego szukam podczas tej aktualizacji, ale usługa nie była stopem, Telcom.",CT,90,area_code_415,no,no,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1
no,"Klient: głos.
Agent Telcom: Więc szukasz głosu na telefon.Czy masz wycenę od usługodawcy głosu na swój istniejący numer telefonu?
Klient: Nie, nie.Jaka jest dobra cena, po prostu dostań mi cytat?
Agent Telcom: W tej chwili prowadzimy rozmowy z wieloma dostawcami usług w celu oceny kosztów usług głosowych dla istniejącego numeru telefonu.
Klient: Więc za kilka dni dostanę wycenę?
Agent Telcom: Tak, ale na to wszystko, na co czekamy - na otrzymanie wyceny od usługodawcy.To",AR,81,area_code_415,no,yes,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2
no,"Klient: tekst: dane.
Agent Telcom: Świetnie, teraz podpisz ten formularz, a my wyślemy Ci warunki aktualizacji.
Klient: OK, podpisałem to.
Agent Telcom: Świetnie, jesteśmy teraz gotowi wysłać Ci dokumenty aktualizacyjne.Jaki jest nowy pakiet, który chcesz kupić?
Klient: Voice:
Agent Telcom: Świetnie!Pakiet aktualizacji jest następujący:
Głos: 12 miesięcy + 1 GB danych
Agent Telcom: Daj mi znać, ile kosztuje pakiet danych.
Głos: dane:
Agent Telcom: Cóż, jeśli ty",KS,127,area_code_415,no,yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9.0,4,2.43,1
yes,"Klient: Właśnie przychodzę do Ciebie i anuluję moją usługę.
Agent Telcom: OK ...
Klient: Chciałem z tobą porozmawiać o niektórych możliwościach pracy, z którymi się do mnie zwróciło, i musiałem anulować usługę, i chciałem tylko sprawdzić, czy byłby jakiś sposób, czy też zrobiłbym toLepiej po prostu zdobyć usługę za pośrednictwem Telcom.
Agent Telcom: W porządku.Rozumiem więc, że byłeś z Verizon od dłuższego czasu i masz dwa telefony z Telcom.
Klient: Zgadza się.
Agent Telcom: OK, a jaki był pierwszy telefon?
Klient: Cóż,",OK,146,area_code_510,no,no,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4
no,"Klient: Chcę zaktualizować głos i tekst.
Agent Telcom: OK.W porządku, dlaczego po prostu tego nie zrobisz.I aby upewnić się, czy możesz spojrzeć na zrzuty ekranu, stworzyliśmy dla Ciebie.
Klient: OK.
Agent Telcom: A jeśli masz jakieś pytania, czy możesz zadzwonić do nas pod numer 619.429.8181?
Klient: Jasne, tak.Zrobię to.Dziękuję Ci.
Klient: To mój pierwszy raz dzwonienie do Telcom.Muszę upewnić się, że wprowadzone przeze mnie informacje są prawidłowe.
Telcom",MT,132,area_code_408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0
no,,WA,106,area_code_408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0
no,,WI,64,area_code_510,no,no,0,154.0,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1
no,"Klient: To trudne pytanie.Chciałbym zaktualizować moje dane.
Agent Telcom: Rozumiem.Ponieważ Twoje konto ma z nami ponad 6000 USD i masz tylko 2 GB Plan danych, chcielibyśmy zaktualizować Twój plan danych do 6 GB.Jedną z wielkich rzeczy w Telcom jest to, że nasze plany bez kontraktów są tak dobre, jak nasze dzierżawy pierwszego roku.
Klient: Brzmi świetnie.Rozumiem co masz na myśli.Mój numer telefonu to Sara, a mój numer telefonu to 920-7590-5258.Dziękuję za słuchanie.
Agent Telcom: To będzie Sara.Chcielibyśmy usłyszeć",WA,143,area_code_510,no,no,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1
no,,AZ,138,area_code_415,no,no,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0
no,"Klient: głos, tekst, dane.
Agent Telcom: Czy mogę zapytać, co zapłacisz za telefon dzisiaj?
Klient: Telcos Small Business Stawka.
Agent Telcom: OK.Więc płacisz stawkę małego biznesu.Teraz, jeśli chcesz zaktualizować swój telefon, zapłacisz znacznie więcej niż stawka dla małych firm.Przepraszam, ale nie mogę tego zrobić.Czy mogę wziąć Twój numer umowy i możemy nad tym popracować?
Klient: Tak, proszę.
Agent Telcom: Dziękuję Robert.Dziękujemy za wybranie Telcom i mam nadzieję, że kontynuujesz z nami w przyszłości",MI,101,area_code_510,no,no,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1
yes,,SD,91,area_code_415,no,no,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1
no,"Klient: oba.
Agent Telcom: Świetnie.Ile masz numerów telefonów?
Klient: Mam siedem i to ten sam numer.
Agent Telcom: W porządku, będziesz musiał do nich zadzwonić.
Klient: Przepraszam, powiedziałem siedem.
Agent Telcom: Cóż, technicznie jest to siedem różnych liczb z losową sekwencją (tak to nazywają) i nie będę w stanie ci w tym pomóc.I nie możesz nic zmienić w istniejących umowach z Telcom.
Klient: Racja.Cóż, mógłbym użyć dodatkowych 25 USD miesięcznie, jeśli",AL,98,area_code_408,no,no,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4
no,"Klient: głos.
Agent Telcom: Jasne, Ronald.Jak bardzo chciałbyś ulepszyć usługę głosową?
Klient: 29 USD miesięcznie?
Agent Telcom: Jasne Ronald.Jaki masz numer 29 USD?
Klient: The*Telcom*Voice*Bill.
Agent Telcom: Dziękuję Ronald.Jaki masz liczbę?
Klient: Liczba to 208-664-9404.
Agent Telcom: Dziękuję!I Ronald, chciałbym pokazać ci inne oferty, które mamy dzisiaj dla Ciebie.
Agent Telcom: jakie oferty robią",WA,109,area_code_415,no,no,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0
no,"Klient: Chciałbym zaktualizować mój telefon, ponieważ najnowsze telefony były bardzo powolne i chcę dostać nowy telefon.
Agent Telcom: Dziękuję David.Ile to byłoby i gdzie chciałbyś dostarczyć?
Klient: Zwykle kosztowałoby to około 1194,00 USD w ciągu 2 lat plus podatek.Jestem w lekkich obszarach miejskich, więc chciałbym, żeby dostarczył kurier lub pocztę.
Agent Telcom: Czy możesz po prostu podać mi swój numer telefonu.Powinno to wynosić około 12,16 USD plus podatek.
Klient: Tak.Wiem dokładnie, ile to jest.Mój numer telefonu to",MA,80,area_code_408,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2
no,"Klient: Nie jestem pewien, na co chciałbym się teraz uaktualnić, ale nie mogę się doczekać, na czym opierałbym moje decyzje.
Agent Telcom: Um, cóż, Trevor, mamy tutaj umowy, które pozwalają uaktualnić swój system do wyższych poziomów usług, więc uważam, że byłby to dla Ciebie najlepsza opcja.
Klient: Och, więc ile to kosztuje?
Agent Telcom: Um, nie jestem pewien, czy Trevor, ale na podstawie istniejącej umowy zapłacisz 89,99 USD miesięcznie z nieograniczoną liczbą rozmów i tekstu.
Klient: Och, dobrze.I jak długo mam",WV,121,area_code_415,no,no,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0
no,"Klient: poczta głosowa, tekst i dane.
Agent Telcom: OK.Którego potrzebujesz?
Klient: dane.
Agent Telcom: Świetnie.A jaki jest pozostały obowiązek umowy?
Klient: Nie jestem pewien.Teraz myślę, że będzie to 4 miesiące każdej usługi.
Agent Telcom: Przepraszam za tę Margaret.Masz kilka opcji.Możesz wysłać go na połączenie serwisowe, a my zrobimy to samo aktualizację, co właśnie zrobiłeś za 40 USD dziennie.Lub możesz po prostu odrzucić aktualizację i po prostu anulować umowę.
Klient:",TN,1,area_code_415,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1
no,"Klient: Um, cóż, moim planem jest aktualizacja do planu danych.Naprawdę nie mogę tego zmienić, ponieważ nie używam go dużo.
Agent Telcom: Czy możesz podać mi trochę więcej informacji na ten temat.
Klient: Wiesz, nie mogę nigdzie iść bez planu danych.Mam komputer, którego używam do pracy i mam tablet, którego używam do czytania wiadomości, dowolnej liczby rzeczy.Więc jestem trochę na krawędzi, że muszę przejść do nowego planu.
Agent Telcom: czy jest coś konkretnego, czego szukasz",DC,170,area_code_510,no,no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2
yes,"Klient: Więc płaciłem 140 USD miesięcznie przez ostatnie 3 lata i zadzwoniłem do technicznej pomocy technicznej za pomocą funkcji czatu Telcom, aby anulować miesiąc temu, ale T-Mobile nie pozwala mi na to zrobić.
Agent Telcom: OK, jak mogę ci dzisiaj pomóc?
Klient: Więc otrzymuję wiadomości o tym, jak wysłać numer identyfikacyjny produktu w celu zwrotu pieniędzy.I nie mam żadnego numeru identyfikacyjnego produktu.I chciałbym anulować umowę.
Agent Telcom: OK, mogę pomóc, dzwoniąc do wsparcia technicznego i prosząc, aby numer identyfikacji produktu został wysłany do zwrotu pieniędzy.Jaka jest funkcja czatu Telcom?
Klient",AL,60,area_code_408,yes,yes,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14.0,12,3.78,0
no,,DC,123,area_code_415,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3
